,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Nick Pope,Newcastle Utd,UEFA Champions League,eng ENG,33-200,90,5,0,5,100.0,1.0,5,12,41.7,35,10,28.6,33.1,11,18.2,26.6,14,2,14.3,5,17.8
J4,Unai Simón,Athletic Club,UEFA Champions League,es ESP,28-147,90,4,2,2,50.0,0.9,4,26,15.4,37,5,54.1,37.8,7,85.7,59.0,7,2,28.6,0,5.7
