Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Qaırat Almaty,UEFA Champions League,J3,68%,495 of 602 — 82%,2 of 22 — 9%,5 of 5 — 100%
Pafos FC,UEFA Champions League,J3,32%,64% — 183 of 288,56% — 5 of 9,100% — 2 of 2
