Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Inter,Italian Serie A,J9,64%,518 of 611 — 85%,7 of 21 — 33%,2 of 2 — 100%
Fiorentina,Italian Serie A,J9,36%,78% — 273 of 349,20% — 2 of 10,71% — 5 of 7
