Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Dortmund,German Bundesliga,J6,51%,444 of 542 — 82%,3 of 15 — 20%,2 of 3 — 66%
RB Leipzig,German Bundesliga,J6,49%,82% — 438 of 531,23% — 3 of 13,66% — 2 of 3
