Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Mainz 05,German Bundesliga,J7,43%,312 of 436 — 72%,3 of 11 — 27%,3 of 6 — 50%
Leverkusen,German Bundesliga,J7,57%,80% — 470 of 584,32% — 6 of 19,33% — 1 of 3
