Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Strasbourg,French Ligue 1,J6,40%,337 of 420 — 80%,1 of 9 — 11%,7 of 9 — 77%
Marseille,French Ligue 1,J6,60%,86% — 545 of 634,56% — 9 of 16,0% — 0 of 1
