,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Etrit Berisha,Häcken,UEFA Europa Conference League,al ALB,36-241,90,6,2,4,66.7,2.2,9,14,64.3,36,5,30.6,31.8,3,100.0,58.7,3,0,0.0,3,21.1
J3,Mike Penders,Strasbourg,UEFA Europa Conference League,be BEL,20-098,90,5,1,4,80.0,0.8,4,7,57.1,76,2,6.6,20.3,2,100.0,63.0,17,3,17.6,1,14.1
