Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J8,Mark Flekken,Leverkusen,German Bundesliga,nl NED,32-135,90,3,0,3,100.0,0.7,1,3,33.3,21,4,14.3,27.1,2,0.0,16.5,6,0,0.0,1,29.0
J8,Noah Atubolu,Freiburg,German Bundesliga,de GER,23-154,90,4,2,2,50.0,1.4,15,32,46.9,38,2,57.9,42.3,10,100.0,67.4,11,0,0.0,0,
