Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Toulouse,French Ligue 1,J8,36%,301 of 364 — 83%,6 of 15 — 40%,2 of 2 — 100%
Metz,French Ligue 1,J8,64%,89% — 566 of 638,100% — 2 of 2,50% — 3 of 6
