,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Rasmus Højlund,Napoli,UEFA Champions League,19.0,dk DEN,FW,22-273,90,0,0,0,0,2,1,0,0,28,0,0,0,0.3,0.3,0.0,1,0,17,19,89.5,0,20,0,0,0,Rasmus Højlund,19.0,dk DEN,FW,22-273,90,17,19,89.5,159,22,12,14,85.7,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Rasmus Højlund,19.0,dk DEN,FW,22-273,90,19,19,0,0,0,0,0,0,0,0,0,0,17,0,0,Rasmus Højlund,19.0,dk DEN,FW,22-273,90,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Rasmus Højlund,19.0,dk DEN,FW,22-273,90,28,1,3,12,13,6,28,0,0,,0,,20,49,12,0,0,0,3,4,22,4,Rasmus Højlund,19.0,dk DEN,FW,22-273,90,0,0,0,1,1,0,0,0,0,0,0,0,3,1,4,20.0
J4,Elif Elmas,Napoli,UEFA Champions League,20.0,mk MKD,"LW,AM",26-041,90,0,0,0,0,3,1,0,0,73,1,1,2,0.2,0.2,0.8,9,0,52,60,86.7,2,52,3,4,2,Elif Elmas,20.0,mk MKD,"LW,AM",26-041,90,52,60,86.7,660,187,35,37,94.6,13,18,72.2,1,2,50.0,0,0.8,0.4,5,0,1,1,2,Elif Elmas,20.0,mk MKD,"LW,AM",26-041,90,60,54,6,1,0,0,6,3,2,2,0,0,52,0,0,Elif Elmas,20.0,mk MKD,"LW,AM",26-041,90,1,1,1,0,0,0,0,,0,2,0,2,1,2,1,0,Elif Elmas,20.0,mk MKD,"LW,AM",26-041,90,73,2,3,19,51,4,73,4,2,50.0,2,50.0,52,267,177,3,3,0,0,0,53,13,Elif Elmas,20.0,mk MKD,"LW,AM",26-041,90,0,0,0,1,2,0,6,1,1,0,0,0,3,0,0,
J4,Matteo Politano,Napoli,UEFA Champions League,21.0,it ITA,RW,32-093,64,0,0,0,0,0,0,0,0,47,1,0,0,0.0,0.0,0.0,1,0,33,40,82.5,3,36,3,2,0,Matteo Politano,21.0,it ITA,RW,32-093,64,33,40,82.5,478,75,17,17,100.0,12,15,80.0,2,3,66.7,0,0.0,0.0,1,0,2,0,3,Matteo Politano,21.0,it ITA,RW,32-093,64,40,36,4,0,0,0,5,2,2,2,0,0,33,0,2,Matteo Politano,21.0,it ITA,RW,32-093,64,1,0,1,0,0,0,2,0.0,2,0,0,0,0,1,0,0,Matteo Politano,21.0,it ITA,RW,32-093,64,47,0,3,20,25,1,47,2,0,0.0,2,100.0,36,142,55,3,2,1,2,1,38,11,Matteo Politano,21.0,it ITA,RW,32-093,64,0,0,0,1,0,0,5,0,0,0,0,0,2,0,0,
J4,David Neres,Napoli,UEFA Champions League,7.0,br BRA,RW,28-246,26,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,13,16,81.3,1,16,1,1,0,David Neres,7.0,br BRA,RW,28-246,26,13,16,81.3,154,16,9,9,100.0,4,5,80.0,0,0,,0,0.0,0.0,1,0,0,0,1,David Neres,7.0,br BRA,RW,28-246,26,16,16,0,0,0,0,0,0,0,0,0,0,13,0,1,David Neres,7.0,br BRA,RW,28-246,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,David Neres,7.0,br BRA,RW,28-246,26,22,1,2,3,17,0,22,1,0,0.0,1,100.0,16,125,48,1,3,0,1,2,18,2,David Neres,7.0,br BRA,RW,28-246,26,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
J4,Scott McTominay,Napoli,UEFA Champions League,8.0,sct SCO,"LM,DM",28-331,90,0,0,0,0,3,0,0,0,57,4,0,1,0.5,0.5,0.0,3,0,37,42,88.1,4,34,3,3,0,Scott McTominay,8.0,sct SCO,"LM,DM",28-331,90,37,42,88.1,498,105,27,30,90.0,5,5,100.0,2,3,66.7,0,0.0,0.0,1,4,1,0,4,Scott McTominay,8.0,sct SCO,"LM,DM",28-331,90,42,42,0,0,0,1,0,0,0,0,0,0,37,0,1,Scott McTominay,8.0,sct SCO,"LM,DM",28-331,90,4,2,0,4,0,1,1,100.0,0,1,0,1,0,4,1,0,Scott McTominay,8.0,sct SCO,"LM,DM",28-331,90,57,1,6,28,23,4,57,3,0,0.0,2,66.7,34,182,115,3,4,0,0,1,40,5,Scott McTominay,8.0,sct SCO,"LM,DM",28-331,90,0,0,0,1,1,0,0,0,2,0,0,0,3,1,0,100.0
J4,Stanislav Lobotka,Napoli,UEFA Champions League,68.0,sk SVK,CM,30-344,72,0,0,0,0,0,0,0,0,63,1,1,1,0.0,0.0,0.0,1,0,57,59,96.6,3,51,0,0,0,Stanislav Lobotka,68.0,sk SVK,CM,30-344,72,57,59,96.6,917,234,30,32,93.8,24,24,100.0,3,3,100.0,0,0.0,0.0,1,6,0,0,3,Stanislav Lobotka,68.0,sk SVK,CM,30-344,72,59,58,1,0,0,0,0,0,0,0,0,0,57,0,0,Stanislav Lobotka,68.0,sk SVK,CM,30-344,72,1,1,0,1,0,0,0,,0,1,1,0,1,2,1,0,Stanislav Lobotka,68.0,sk SVK,CM,30-344,72,63,0,12,42,9,0,63,0,0,,0,,51,184,41,0,1,0,0,0,52,1,Stanislav Lobotka,68.0,sk SVK,CM,30-344,72,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
J4,Noa Lang,Napoli,UEFA Champions League,70.0,nl NED,LW,26-140,18,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.1,2,0,8,10,80.0,3,9,1,2,1,Noa Lang,70.0,nl NED,LW,26-140,18,8,10,80.0,147,59,1,1,100.0,4,5,80.0,2,3,66.7,0,0.1,0.1,1,1,3,1,3,Noa Lang,70.0,nl NED,LW,26-140,18,10,9,1,0,0,0,3,0,1,1,0,0,8,0,0,Noa Lang,70.0,nl NED,LW,26-140,18,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Noa Lang,70.0,nl NED,LW,26-140,18,11,0,0,2,9,0,11,2,1,50.0,1,50.0,9,88,50,1,0,0,0,0,9,1,Noa Lang,70.0,nl NED,LW,26-140,18,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,
J4,Andre-Frank Zambo Anguissa,Napoli,UEFA Champions League,99.0,cm CMR,"RM,DM",29-353,90,0,0,0,0,4,0,0,0,77,0,0,1,0.6,0.6,0.5,5,0,42,61,68.9,2,55,3,4,2,Andre-Frank Zambo Anguissa,99.0,cm CMR,"RM,DM",29-353,90,42,61,68.9,583,120,26,36,72.2,11,15,73.3,2,4,50.0,0,0.5,0.2,3,3,1,0,2,Andre-Frank Zambo Anguissa,99.0,cm CMR,"RM,DM",29-353,90,61,60,0,0,1,1,2,0,0,0,0,0,42,1,2,Andre-Frank Zambo Anguissa,99.0,cm CMR,"RM,DM",29-353,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0,Andre-Frank Zambo Anguissa,99.0,cm CMR,"RM,DM",29-353,90,77,4,10,38,32,6,77,4,2,50.0,2,50.0,55,228,109,3,5,1,3,0,61,6,Andre-Frank Zambo Anguissa,99.0,cm CMR,"RM,DM",29-353,90,0,0,0,1,0,0,2,0,0,0,0,0,8,7,1,87.5
J4,Miguel Gutiérrez,Napoli,UEFA Champions League,3.0,es ESP,LB,24-100,90,0,0,0,0,1,0,1,0,100,3,1,1,0.0,0.0,0.2,5,0,75,83,90.4,10,77,5,3,0,Miguel Gutiérrez,3.0,es ESP,LB,24-100,90,75,83,90.4,1038,203,53,54,98.1,19,22,86.4,2,3,66.7,0,0.2,0.2,2,11,1,1,10,Miguel Gutiérrez,3.0,es ESP,LB,24-100,90,83,76,7,1,0,2,6,6,0,0,0,0,75,0,2,Miguel Gutiérrez,3.0,es ESP,LB,24-100,90,3,2,2,1,0,1,1,100.0,0,1,1,0,1,4,3,0,Miguel Gutiérrez,3.0,es ESP,LB,24-100,90,100,3,20,42,39,2,100,3,0,0.0,2,66.7,77,371,169,5,7,1,2,1,72,6,Miguel Gutiérrez,3.0,es ESP,LB,24-100,90,1,0,0,1,4,0,6,1,2,0,0,0,8,0,0,
J4,Alessandro Buongiorno,Napoli,UEFA Champions League,4.0,it ITA,CB,26-151,90,0,0,0,0,0,0,0,0,93,4,1,0,0.0,0.0,0.0,0,0,77,85,90.6,6,62,0,0,0,Alessandro Buongiorno,4.0,it ITA,CB,26-151,90,77,85,90.6,1260,400,33,37,89.2,41,44,93.2,2,3,66.7,0,0.0,0.0,0,5,0,0,6,Alessandro Buongiorno,4.0,it ITA,CB,26-151,90,85,78,7,5,0,1,0,1,0,0,0,0,77,0,0,Alessandro Buongiorno,4.0,it ITA,CB,26-151,90,4,2,3,1,0,3,3,100.0,0,0,0,0,1,5,3,0,Alessandro Buongiorno,4.0,it ITA,CB,26-151,90,93,4,30,60,3,0,93,0,0,,0,,62,237,86,0,0,0,0,1,60,0,Alessandro Buongiorno,4.0,it ITA,CB,26-151,90,0,0,0,5,1,0,0,1,2,0,0,0,6,1,0,100.0
