Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Inter,Italian Serie A,J2,67%,459 of 567 — 81%,3 of 16 — 19%,3 of 4 — 75%
Udinese,Italian Serie A,J2,33%,71% — 197 of 279,44% — 4 of 9,66% — 2 of 3
