Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Como,Italian Serie A,J3,53%,412 of 494 — 83%,4 of 13 — 31%,3 of 4 — 75%
Genoa,Italian Serie A,J3,47%,78% — 343 of 438,33% — 4 of 12,75% — 3 of 4
