Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sturm Graz,UEFA Europa League,J2,42%,257 of 356 — 72%,8 of 16 — 50%,9 of 10 — 90%
Rangers,UEFA Europa League,J2,58%,80% — 397 of 498,63% — 10 of 16,75% — 6 of 8
