Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Getafe,Spanish La Liga,J4,48%,297 of 390 — 76%,3 of 10 — 30%,1 of 1 — 100%
Oviedo,Spanish La Liga,J4,52%,79% — 337 of 425,20% — 1 of 5,33% — 1 of 3
