Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Qarabağ,UEFA Champions League,J4,39%,257 of 338 — 76%,2 of 8 — 25%,2 of 4 — 50%
Chelsea,UEFA Champions League,J4,61%,86% — 452 of 527,25% — 4 of 16,50% — 1 of 2
