Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Udinese,Italian Serie A,J10,40%,298 of 371 — 80%,5 of 11 — 45%,0 of 0 — %
Atalanta,Italian Serie A,J10,60%,85% — 481 of 563,0% — 0 of 5,80% — 4 of 5
