Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bologna,Italian Serie A,J2,37%,196 of 296 — 66%,2 of 15 — 13%,2 of 2 — 100%
Como,Italian Serie A,J2,63%,82% — 410 of 498,15% — 2 of 13,50% — 1 of 2
