Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Inter,UEFA Champions League,J2,57%,518 of 589 — 88%,5 of 21 — 24%,1 of 1 — 100%
Slavia Prague,UEFA Champions League,J2,43%,83% — 368 of 442,33% — 1 of 3,40% — 2 of 5
