Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Eint Frankfurt,German Bundesliga,J6,40%,394 of 491 — 80%,1 of 6 — 17%,0 of 3 — 0%
Bayern Munich,German Bundesliga,J6,60%,89% — 662 of 748,25% — 3 of 12,100% — 1 of 1
