Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Paris FC,French Ligue 1,J5,61%,606 of 688 — 88%,6 of 18 — 33%,0 of 3 — 0%
Strasbourg,French Ligue 1,J5,39%,82% — 365 of 443,38% — 3 of 8,66% — 4 of 6
