,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Łukasz Skorupski,Bologna,UEFA Europa League,pl POL,34-185,90,0,0,0,,0.0,6,15,40.0,42,2,28.6,33.5,8,37.5,38.4,11,1,9.1,0,11.0
J4,Mathias Dyngeland,Brann,UEFA Europa League,no NOR,30-030,90,3,0,3,100.0,0.8,4,17,23.5,48,4,35.4,32.4,3,0.0,19.0,30,2,6.7,1,11.4
