Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Inter,Italian Serie A,J4,61%,458 of 536 — 85%,6 of 20 — 30%,4 of 5 — 80%
Sassuolo,Italian Serie A,J4,39%,79% — 275 of 346,56% — 5 of 9,83% — 5 of 6
