Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Ludogorets,UEFA Europa League,J2,53%,429 of 520 — 83%,1 of 13 — 8%,1 of 2 — 50%
Betis,UEFA Europa League,J2,47%,81% — 375 of 461,17% — 2 of 12,100% — 1 of 1
