Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Nantes,French Ligue 1,J3,42%,278 of 370 — 75%,3 of 4 — 75%,4 of 4 — 100%
Auxerre,French Ligue 1,J3,58%,79% — 402 of 506,29% — 4 of 14,66% — 2 of 3
