,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Neofytos Michael,Pafos FC,UEFA Champions League,cy CYP,31-324,90,5,0,5,100.0,0.7,2,15,13.3,30,6,26.7,33.7,10,70.0,55.2,21,0,0.0,0,6.8
J4,Luiz Lúcio Reis Júnior,Villarreal,UEFA Champions League,br BRA,24-295,90,2,1,1,50.0,0.8,0,5,0.0,20,5,25.0,27.7,4,0.0,18.0,6,1,16.7,4,22.2
