,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J3,Ercan Kara,Rapid Wien,UEFA Europa Conference League,9.0,at AUT,FW,29-307,90,0,0,0,0,3,0,1,0,31,0,0,2,0.3,0.3,0.3,2,0,13,19,68.4,2,11,0,0,0,Ercan Kara,9.0,at AUT,FW,29-307,90,13,19,68.4,152,25,6,10,60.0,3,4,75.0,1,1,100.0,0,0.3,0.2,1,1,0,0,2,Ercan Kara,9.0,at AUT,FW,29-307,90,19,19,0,0,0,0,0,0,0,0,0,0,13,0,0,Ercan Kara,9.0,at AUT,FW,29-307,90,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0,Ercan Kara,9.0,at AUT,FW,29-307,90,31,1,1,11,19,7,31,0,0,,0,,11,26,4,0,0,0,4,0,20,1,Ercan Kara,9.0,at AUT,FW,29-307,90,1,0,0,1,2,2,0,0,0,0,0,0,1,7,9,43.8
J3,Andrija Radulović,Rapid Wien,UEFA Europa Conference League,49.0,me MNE,LW,23-126,45,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,8,13,61.5,0,8,0,0,0,Andrija Radulović,49.0,me MNE,LW,23-126,45,8,13,61.5,75,0,6,9,66.7,1,2,50.0,0,0,,0,0.0,0.0,0,0,0,0,0,Andrija Radulović,49.0,me MNE,LW,23-126,45,13,12,1,0,0,0,1,1,0,0,0,0,8,0,1,Andrija Radulović,49.0,me MNE,LW,23-126,45,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Andrija Radulović,49.0,me MNE,LW,23-126,45,14,0,1,5,8,0,14,0,0,,0,,8,19,3,0,0,0,1,0,6,2,Andrija Radulović,49.0,me MNE,LW,23-126,45,0,0,0,0,3,0,1,1,0,0,0,0,4,0,0,
J3,Louis Schaub,Rapid Wien,UEFA Europa Conference League,21.0,at AUT,LW,30-312,45,0,0,0,0,0,0,0,0,35,1,0,0,0.0,0.0,0.1,3,0,26,31,83.9,2,21,1,2,2,Louis Schaub,21.0,at AUT,LW,30-312,45,26,31,83.9,374,128,15,18,83.3,8,10,80.0,1,1,100.0,0,0.1,0.5,2,1,2,1,2,Louis Schaub,21.0,at AUT,LW,30-312,45,31,30,1,0,0,0,2,1,0,0,0,0,26,0,0,Louis Schaub,21.0,at AUT,LW,30-312,45,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,3,0,Louis Schaub,21.0,at AUT,LW,30-312,45,35,3,9,15,11,1,35,2,2,100.0,0,0.0,21,88,49,1,2,0,0,0,21,2,Louis Schaub,21.0,at AUT,LW,30-312,45,0,0,0,0,2,0,2,0,1,0,0,0,6,1,1,50.0
J3,Nikolaus Wurmbrand,Rapid Wien,UEFA Europa Conference League,15.0,at AUT,RW,19-305,90,0,0,0,0,0,0,1,0,23,1,0,2,0.0,0.0,0.0,1,0,2,14,14.3,0,18,5,1,0,Nikolaus Wurmbrand,15.0,at AUT,RW,19-305,90,2,14,14.3,20,6,2,5,40.0,0,4,0.0,0,2,0.0,0,0.0,0.1,0,0,0,0,0,Nikolaus Wurmbrand,15.0,at AUT,RW,19-305,90,14,14,0,0,0,0,5,0,0,0,0,0,2,0,3,Nikolaus Wurmbrand,15.0,at AUT,RW,19-305,90,1,1,0,1,0,0,0,,0,2,0,2,0,1,0,0,Nikolaus Wurmbrand,15.0,at AUT,RW,19-305,90,23,0,4,5,15,4,23,1,0,0.0,1,100.0,18,135,53,5,1,3,4,3,18,6,Nikolaus Wurmbrand,15.0,at AUT,RW,19-305,90,1,0,0,1,3,0,5,0,1,0,0,0,3,0,0,
J3,Tobias Gulliksen,Rapid Wien,UEFA Europa Conference League,17.0,no NOR,AM,22-120,60,0,0,0,0,0,0,1,0,30,0,0,0,0.0,0.0,0.0,1,0,21,25,84.0,4,14,0,2,1,Tobias Gulliksen,17.0,no NOR,AM,22-120,60,21,25,84.0,405,44,5,6,83.3,13,15,86.7,2,2,100.0,0,0.0,0.0,0,0,0,0,4,Tobias Gulliksen,17.0,no NOR,AM,22-120,60,25,22,3,0,0,0,1,1,0,0,0,0,21,0,1,Tobias Gulliksen,17.0,no NOR,AM,22-120,60,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Tobias Gulliksen,17.0,no NOR,AM,22-120,60,30,0,0,13,17,1,30,2,1,50.0,1,50.0,14,71,13,0,1,0,2,1,21,3,Tobias Gulliksen,17.0,no NOR,AM,22-120,60,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,
J3,Janis Antiste,Rapid Wien,UEFA Europa Conference League,90.0,fr FRA,AM,23-080,30,0,0,0,0,2,1,0,0,22,0,0,0,0.3,0.3,0.0,2,0,13,18,72.2,1,14,0,2,1,Janis Antiste,90.0,fr FRA,AM,23-080,30,13,18,72.2,141,26,10,13,76.9,2,4,50.0,0,0,,0,0.0,0.0,1,0,0,0,1,Janis Antiste,90.0,fr FRA,AM,23-080,30,18,17,1,0,0,0,1,1,0,0,0,0,13,0,0,Janis Antiste,90.0,fr FRA,AM,23-080,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Janis Antiste,90.0,fr FRA,AM,23-080,30,22,0,2,9,11,1,22,2,1,50.0,1,50.0,14,71,23,0,1,0,1,3,20,4,Janis Antiste,90.0,fr FRA,AM,23-080,30,0,0,0,0,1,0,1,0,0,0,0,0,1,2,1,66.7
J3,Lukas Grgic,Rapid Wien,UEFA Europa Conference League,8.0,at AUT,DM,30-081,60,0,0,0,0,0,0,0,0,26,2,0,3,0.0,0.0,0.0,0,0,13,18,72.2,3,9,1,0,0,Lukas Grgic,8.0,at AUT,DM,30-081,60,13,18,72.2,253,67,5,6,83.3,6,6,100.0,2,3,66.7,0,0.0,0.0,0,1,0,0,3,Lukas Grgic,8.0,at AUT,DM,30-081,60,18,18,0,0,0,0,0,0,0,0,0,0,13,0,1,Lukas Grgic,8.0,at AUT,DM,30-081,60,2,1,1,1,0,1,1,100.0,0,3,0,3,0,2,1,0,Lukas Grgic,8.0,at AUT,DM,30-081,60,26,1,2,20,4,0,26,0,0,,0,,9,67,30,1,0,0,0,0,10,0,Lukas Grgic,8.0,at AUT,DM,30-081,60,0,0,0,3,3,0,0,0,1,0,0,0,2,1,2,33.3
J3,Romeo Amane,Rapid Wien,UEFA Europa Conference League,29.0,ci CIV,DM,22-259,30,0,0,0,0,0,0,0,0,34,3,0,3,0.0,0.0,0.0,1,0,23,25,92.0,2,16,0,0,0,Romeo Amane,29.0,ci CIV,DM,22-259,30,23,25,92.0,376,184,13,14,92.9,8,9,88.9,2,2,100.0,0,0.0,0.0,0,4,0,0,2,Romeo Amane,29.0,ci CIV,DM,22-259,30,25,23,2,1,0,0,0,1,0,0,0,0,23,0,0,Romeo Amane,29.0,ci CIV,DM,22-259,30,3,2,2,1,0,3,4,75.0,1,3,0,3,0,3,0,0,Romeo Amane,29.0,ci CIV,DM,22-259,30,34,1,5,26,3,0,34,0,0,,0,,16,92,37,0,1,0,2,0,18,0,Romeo Amane,29.0,ci CIV,DM,22-259,30,0,0,0,1,1,0,0,0,2,0,0,0,4,1,1,50.0
J3,Matthias Seidl,Rapid Wien,UEFA Europa Conference League,18.0,at AUT,DM,24-286,82,0,0,0,0,4,0,1,0,60,3,1,2,0.3,0.3,0.0,2,0,36,51,70.6,3,29,1,0,0,Matthias Seidl,18.0,at AUT,DM,24-286,82,36,51,70.6,556,173,23,25,92.0,10,14,71.4,2,9,22.2,0,0.0,0.0,0,4,0,0,3,Matthias Seidl,18.0,at AUT,DM,24-286,82,51,45,6,3,0,0,5,1,2,2,0,0,36,0,1,Matthias Seidl,18.0,at AUT,DM,24-286,82,3,3,1,1,1,3,4,75.0,1,2,0,2,1,4,0,0,Matthias Seidl,18.0,at AUT,DM,24-286,82,60,0,8,35,18,4,60,0,0,,0,,29,149,74,1,2,0,1,1,33,5,Matthias Seidl,18.0,at AUT,DM,24-286,82,1,0,0,1,2,0,5,1,3,0,0,0,9,3,1,75.0
J3,Dominik Weixelbraun,Rapid Wien,UEFA Europa Conference League,41.0,at AUT,DM,21-324,8,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,1,3,33.3,0,0,0,0,0,Dominik Weixelbraun,41.0,at AUT,DM,21-324,8,1,3,33.3,6,2,1,1,100.0,0,0,,0,2,0.0,0,0.0,0.0,0,1,0,0,0,Dominik Weixelbraun,41.0,at AUT,DM,21-324,8,3,1,2,2,0,0,1,0,0,0,0,0,1,0,0,Dominik Weixelbraun,41.0,at AUT,DM,21-324,8,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0,Dominik Weixelbraun,41.0,at AUT,DM,21-324,8,4,1,1,2,1,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Dominik Weixelbraun,41.0,at AUT,DM,21-324,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0
J3,Jonas Auer,Rapid Wien,UEFA Europa Conference League,23.0,at AUT,LB,25-093,60,0,0,0,0,0,0,0,0,52,5,0,3,0.0,0.0,0.1,1,0,20,39,51.3,4,24,2,0,0,Jonas Auer,23.0,at AUT,LB,25-093,60,20,39,51.3,342,238,7,10,70.0,10,16,62.5,2,9,22.2,0,0.1,0.2,1,4,1,1,4,Jonas Auer,23.0,at AUT,LB,25-093,60,39,30,9,0,0,0,3,9,0,0,0,0,20,0,2,Jonas Auer,23.0,at AUT,LB,25-093,60,5,3,2,2,1,3,4,75.0,1,3,0,3,0,5,1,0,Jonas Auer,23.0,at AUT,LB,25-093,60,52,2,9,29,14,0,52,0,0,,0,,24,119,49,2,1,0,3,0,25,2,Jonas Auer,23.0,at AUT,LB,25-093,60,0,0,0,1,0,0,3,0,3,0,0,0,3,3,0,100.0
J3,Furkan Demir,Rapid Wien,UEFA Europa Conference League,61.0,tr TUR,LB,20-342,30,0,0,0,0,0,0,0,0,28,0,0,0,0.0,0.0,0.1,1,0,15,23,65.2,1,15,2,1,1,Furkan Demir,61.0,tr TUR,LB,20-342,30,15,23,65.2,249,120,8,10,80.0,5,7,71.4,2,4,50.0,0,0.1,0.1,1,1,1,1,1,Furkan Demir,61.0,tr TUR,LB,20-342,30,23,21,1,1,0,0,1,0,0,0,0,0,15,1,0,Furkan Demir,61.0,tr TUR,LB,20-342,30,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1,Furkan Demir,61.0,tr TUR,LB,20-342,30,28,2,8,16,5,0,28,1,1,100.0,0,0.0,15,106,34,2,1,0,3,0,18,2,Furkan Demir,61.0,tr TUR,LB,20-342,30,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,
J3,Serge Raux Yao,Rapid Wien,UEFA Europa Conference League,6.0,fr FRA,CB,26-160,90,0,0,0,0,0,0,0,0,45,2,4,0,0.0,0.0,0.0,0,0,27,30,90.0,3,15,0,0,0,Serge Raux Yao,6.0,fr FRA,CB,26-160,90,27,30,90.0,522,190,8,8,100.0,15,17,88.2,3,4,75.0,0,0.0,0.0,0,4,0,0,3,Serge Raux Yao,6.0,fr FRA,CB,26-160,90,30,27,3,3,0,1,0,0,0,0,0,0,27,0,0,Serge Raux Yao,6.0,fr FRA,CB,26-160,90,2,1,0,1,1,0,0,,0,0,0,0,4,6,7,0,Serge Raux Yao,6.0,fr FRA,CB,26-160,90,45,5,24,21,1,0,45,0,0,,0,,15,71,21,0,0,0,1,0,13,0,Serge Raux Yao,6.0,fr FRA,CB,26-160,90,0,0,0,0,0,0,0,4,1,0,0,0,7,2,1,66.7
