Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Red Star,UEFA Europa League,J1,47%,370 of 472 — 78%,4 of 16 — 25%,5 of 6 — 83%
Celtic,UEFA Europa League,J1,53%,84% — 445 of 530,75% — 6 of 8,75% — 3 of 4
