Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Auxerre,French Ligue 1,J7,57%,450 of 560 — 80%,2 of 18 — 11%,2 of 4 — 50%
Lens,French Ligue 1,J7,43%,81% — 341 of 420,57% — 4 of 7,50% — 1 of 2
