Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Ayoub El Kaabi,J6,AM,Forward,Olympiacos,UEFA Europa League,90.0,6.05,31,MAR
Willian,J6,LW,Forward,Olympiacos,UEFA Europa League,67.0,5.56,36,BRA
Costinha,J6,LW,Forward,Olympiacos,UEFA Europa League,23.0,5.9,24,POR
Gelson Martins,J6,RW,Forward,Olympiacos,UEFA Europa League,90.0,6.42,29,POR
Charalampos Kostoulas,J6,AM,Forward,Olympiacos,UEFA Europa League,81.0,6.66,17,GRE
Sam Lammers,J6,AM,Forward,Twente,UEFA Europa League,90.0,6.07,27,NED
Ricky van Wolfswinkel,J6,RW,Forward,Twente,UEFA Europa League,78.0,5.86,35,NED
Sem Steijn,J6,AM,Forward,Twente,UEFA Europa League,90.0,5.99,23,NED
Sayfallah Ltaief,J6,LW,Forward,Twente,UEFA Europa League,56.0,6.33,24,TUN
Brandon,J6,AM,Forward,PAOK,UEFA Europa League,61.0,6.44,29,ESP
Fyodor Chalov,J6,AM,Forward,PAOK,UEFA Europa League,29.0,6.96,26,RUS
Taison,J6,LW,Forward,PAOK,UEFA Europa League,73.0,6.85,36,BRA
Andrija Živković,J6,RW,Forward,PAOK,UEFA Europa League,82.0,7.05,28,SRB
Giannis Konstantelias,J6,AM,Forward,PAOK,UEFA Europa League,90.0,6.7,21,GRE
Saldanha,J6,AM,Forward,Ferencváros,UEFA Europa League,90.0,6.71,25,BRA
Adama Traoré,J6,LW,Forward,Ferencváros,UEFA Europa League,65.0,6.02,29,MLI
Kady Borges,J6,RW,Forward,Ferencváros,UEFA Europa League,25.0,5.89,28,BRA
Zsombor Gruber,J6,RW,Forward,Ferencváros,UEFA Europa League,65.0,6.09,20,HUN
Virgil Misidjan,J6,LW,Forward,Ferencváros,UEFA Europa League,25.0,5.65,31,SUR
Kristoffer Zachariassen,J6,AM,Forward,Ferencváros,UEFA Europa League,45.0,5.71,30,NOR
Matteo Cancellieri,J21,AM,Forward,Parma,Italian Serie A,45.0,6.61,22,ITA
Ange-Yoan Bonny,J21,AM,Forward,Parma,Italian Serie A,45.0,6.23,21,FRA
Valentin Mihaila,J21,LW,Forward,Parma,Italian Serie A,85.0,6.02,24,ROU
Pontus Almqvist,J21,RW,Forward,Parma,Italian Serie A,45.0,6.19,25,SWE
Dennis Man,J21,RW,Forward,Parma,Italian Serie A,45.0,7.05,26,ROU
Drissa Camara,J21,LW,Forward,Parma,Italian Serie A,45.0,6.96,22,CIV
Joel Pohjanpalo,J21,AM,Forward,Venezia,Italian Serie A,87.0,6.35,30,FIN
John Yeboah,J21,AM,Forward,Venezia,Italian Serie A,60.0,6.37,24,ECU
Gaetano Oristanio,J21,AM,Forward,Venezia,Italian Serie A,30.0,6.64,22,ITA
Danny Loader,J6,AM,Forward,Porto,UEFA Europa League,89.0,6.65,24,CMR
Samu Omorodion,J6,AM,Forward,Porto,UEFA Europa League,90.0,7.01,20,ESP
Adam Buksa,J6,AM,Forward,Midtjylland,UEFA Europa League,90.0,6.29,28,POL
Mikel Johnsen,J6,LW,Forward,Midtjylland,UEFA Europa League,60.0,6.12,18,DEN
Denil Castillo,J6,RW,Forward,Midtjylland,UEFA Europa League,30.0,5.27,20,ECU
Edward Chilufya,J6,RW,Forward,Midtjylland,UEFA Europa League,60.0,5.32,25,ZAM
Valdemar Andreasen,J6,LW,Forward,Midtjylland,UEFA Europa League,30.0,5.85,19,DEN
Mikel Oyarzabal,J6,AM,Forward,Real Sociedad,UEFA Europa League,57.0,6.88,27,ESP
Orri Steinn Óskarsson,J6,AM,Forward,Real Sociedad,UEFA Europa League,33.0,6.49,20,ISL
Sheraldo Becker,J6,LW,Forward,Real Sociedad,UEFA Europa League,90.0,6.67,29,SUR
Takefusa Kubo,J6,RW,Forward,Real Sociedad,UEFA Europa League,57.0,7.74,23,JPN
Jon Magunazelaia,J6,LW,Forward,Real Sociedad,UEFA Europa League,33.0,6.58,23,ESP
Brais Méndez,J6,AM,Forward,Real Sociedad,UEFA Europa League,45.0,6.96,27,ESP
Olasagasti,J6,AM,Forward,Real Sociedad,UEFA Europa League,90.0,7.1,24,ESP
Eduardo Guerrero,J6,AM,Forward,Dynamo Kyiv,UEFA Europa League,61.0,5.87,24,PAN
Vladyslav Vanat,J6,AM,Forward,Dynamo Kyiv,UEFA Europa League,29.0,6.31,22,UKR
Valentyn Rubchynskyi,J6,LW,Forward,Dynamo Kyiv,UEFA Europa League,61.0,5.8,22,UKR
Vladyslav Kabayev,J6,LW,Forward,Dynamo Kyiv,UEFA Europa League,29.0,6.1,29,UKR
Nazar Voloshyn,J6,RW,Forward,Dynamo Kyiv,UEFA Europa League,80.0,5.41,21,UKR
Tomáš Chorý,J6,AM,Forward,Slavia Prague,UEFA Europa League,90.0,6.66,29,CZE
Ivan Schranz,J6,AM,Forward,Slavia Prague,UEFA Europa League,62.0,5.64,31,SVK
Mojmir Chytil,J6,AM,Forward,Slavia Prague,UEFA Europa League,28.0,6.2,25,CZE
Lukáš Provod,J6,AM,Forward,Slavia Prague,UEFA Europa League,90.0,6.86,28,CZE
Luis Vázquez,J6,AM,Forward,Anderlecht,UEFA Europa League,72.0,5.91,23,ARG
Nilson Angulo,J6,AM,Forward,Anderlecht,UEFA Europa League,66.0,6.6,21,ECU
Francis Amuzu,J6,AM,Forward,Anderlecht,UEFA Europa League,24.0,5.62,25,BEL
Yari Verschaeren,J6,AM,Forward,Anderlecht,UEFA Europa League,45.0,6.4,23,BEL
Anders Dreyer,J6,AM,Forward,Anderlecht,UEFA Europa League,45.0,6.29,26,DEN
Michael Baidoo,J6,AM,Forward,Elfsborg,UEFA Europa League,76.0,6.0,25,GHA
Ahmed Qasem,J6,LW,Forward,Elfsborg,UEFA Europa League,76.0,6.79,21,SWE
Arber Zeneli,J6,RW,Forward,Elfsborg,UEFA Europa League,69.0,5.76,29,KVX
Gottfrid Rapp,J6,RW,Forward,Elfsborg,UEFA Europa League,21.0,6.38,19,SWE
Juninho,J6,AM,Forward,Qarabağ,UEFA Europa League,90.0,6.7,28,BRA
Abdellah Zoubir,J6,LW,Forward,Qarabağ,UEFA Europa League,90.0,6.84,33,FRA
Oleksii Kashchuk,J6,RW,Forward,Qarabağ,UEFA Europa League,65.0,5.98,24,UKR
Leandro Andrade,J6,RW,Forward,Qarabağ,UEFA Europa League,25.0,6.7,25,CPV
Yassine Benzia,J6,AM,Forward,Qarabağ,UEFA Europa League,90.0,6.95,30,ALG
Kasper Waarst Høgh,J6,AM,Forward,Bodø/Glimt,UEFA Europa League,79.0,5.78,24,DEN
Jens Petter Hauge,J6,LW,Forward,Bodø/Glimt,UEFA Europa League,90.0,7.0,25,NOR
Philip Zinckernagel,J6,RW,Forward,Bodø/Glimt,UEFA Europa League,79.0,7.08,29,DEN
Semih Kılıçsoy,J6,AM,Forward,Beşiktaş,UEFA Europa League,90.0,6.21,19,TUR
Rafa Silva,J6,LW,Forward,Beşiktaş,UEFA Europa League,86.0,6.73,31,POR
Onur Bulut,J6,RW,Forward,Beşiktaş,UEFA Europa League,75.0,6.25,30,TUR
Gedson Fernandes,J6,AM,Forward,Beşiktaş,UEFA Europa League,90.0,7.07,25,POR
Ernest Muçi,J6,LW,Forward,Beşiktaş,UEFA Europa League,27.0,5.49,23,ALB
Alexandre Lacazette,J6,AM,Forward,Lyon,UEFA Europa League,80.0,6.46,33,FRA
Malick Fofana,J6,LW,Forward,Lyon,UEFA Europa League,90.0,6.73,19,BEL
Ernest Nuamah,J6,RW,Forward,Lyon,UEFA Europa League,71.0,7.04,21,GHA
Fares Chaïbi,J6,AM,Forward,Eint Frankfurt,UEFA Europa League,62.0,6.07,22,ALG
Omar Marmoush,J6,AM,Forward,Eint Frankfurt,UEFA Europa League,28.0,7.05,25,EGY
Hugo Ekitike,J6,AM,Forward,Eint Frankfurt,UEFA Europa League,90.0,6.86,22,FRA
Brian Brobbey,J6,AM,Forward,Ajax,UEFA Europa League,71.0,6.67,22,NED
Mika Godts,J6,LW,Forward,Ajax,UEFA Europa League,56.0,6.26,19,BEL
Bertrand Traoré,J6,RW,Forward,Ajax,UEFA Europa League,90.0,6.99,29,BFA
Valentín Castellanos,J6,AM,Forward,Lazio,UEFA Europa League,90.0,6.39,26,ARG
Pedro,J6,LW,Forward,Lazio,UEFA Europa League,87.0,7.09,37,ESP
Loum Tchaouna,J6,RW,Forward,Lazio,UEFA Europa League,90.0,6.94,21,FRA
Boulaye Dia,J6,AM,Forward,Lazio,UEFA Europa League,45.0,5.7,28,SEN
Mattia Zaccagni,J6,AM,Forward,Lazio,UEFA Europa League,45.0,6.83,29,ITA
Dor Turgeman,J6,AM,Forward,Maccabi Tel Aviv,UEFA Europa League,89.0,5.95,21,ISR
Hisham Layous,J6,LW,Forward,Maccabi Tel Aviv,UEFA Europa League,76.0,5.85,24,ISR
Weslley Patati,J6,RW,Forward,Maccabi Tel Aviv,UEFA Europa League,89.0,6.9,21,BRA
Dor Peretz,J6,AM,Forward,Maccabi Tel Aviv,UEFA Europa League,90.0,5.99,29,ISR
Cedric Kouadio,J6,AM,Forward,FK Rīgas FS,UEFA Europa League,65.0,6.24,28,CIV
Darko Lemajić,J6,AM,Forward,FK Rīgas FS,UEFA Europa League,25.0,6.55,31,SRB
Jānis Ikaunieks,J6,AM,Forward,FK Rīgas FS,UEFA Europa League,90.0,6.86,29,LVA
Victor Osimhen,J7,AM,Forward,Galatasaray,UEFA Europa League,90.0,6.74,26,NGA
Yunus Akgün,J7,LW,Forward,Galatasaray,UEFA Europa League,90.0,6.49,24,TUR
Barış Alper Yılmaz,J7,RW,Forward,Galatasaray,UEFA Europa League,85.0,6.85,24,TUR
Dries Mertens,J7,AM,Forward,Galatasaray,UEFA Europa League,89.0,6.68,37,BEL
Vladyslav Vanat,J7,AM,Forward,Dynamo Kyiv,UEFA Europa League,89.0,6.18,23,UKR
Vladyslav Kabayev,J7,LW,Forward,Dynamo Kyiv,UEFA Europa League,73.0,6.05,29,UKR
Nazar Voloshyn,J7,RW,Forward,Dynamo Kyiv,UEFA Europa League,45.0,5.66,21,UKR
Andriy Yarmolenko,J7,RW,Forward,Dynamo Kyiv,UEFA Europa League,45.0,6.7,35,UKR
Ciro Immobile,J7,AM,Forward,Beşiktaş,UEFA Europa League,68.0,6.39,34,ITA
Semih Kılıçsoy,J7,AM,Forward,Beşiktaş,UEFA Europa League,22.0,5.88,19,TUR
Ernest Muçi,J7,LW,Forward,Beşiktaş,UEFA Europa League,86.0,6.31,23,ALB
Milot Rashica,J7,RW,Forward,Beşiktaş,UEFA Europa League,78.0,7.12,28,KVX
Rafa Silva,J7,AM,Forward,Beşiktaş,UEFA Europa League,86.0,7.74,31,POR
Gorka Guruzeta,J7,AM,Forward,Athletic Club,UEFA Europa League,90.0,6.28,28,ESP
Nico Williams,J7,LW,Forward,Athletic Club,UEFA Europa League,60.0,6.63,22,ESP
Iñaki Williams,J7,LW,Forward,Athletic Club,UEFA Europa League,30.0,6.24,30,GHA
Álex Berenguer,J7,RW,Forward,Athletic Club,UEFA Europa League,78.0,6.27,29,ESP
Unai Gómez,J7,AM,Forward,Athletic Club,UEFA Europa League,78.0,6.1,21,ESP
Roberto Piccoli,J21,AM,Forward,Cagliari,Italian Serie A,90.0,6.28,23,ITA
Nicolas Viola,J21,AM,Forward,Cagliari,Italian Serie A,53.0,6.21,35,ITA
Gianluca Gaetano,J21,AM,Forward,Cagliari,Italian Serie A,37.0,7.11,24,ITA
Nikola Krstović,J21,AM,Forward,Lecce,Italian Serie A,62.0,6.42,24,MNE
Tete Morente,J21,LW,Forward,Lecce,Italian Serie A,76.0,6.12,28,ESP
Santiago Pierotti,J21,RW,Forward,Lecce,Italian Serie A,55.0,6.66,23,ARG
Samu Omorodion,J7,AM,Forward,Porto,UEFA Europa League,79.0,5.79,20,ESP
Galeno,J7,LW,Forward,Porto,UEFA Europa League,90.0,6.71,27,BRA
Pepê,J7,RW,Forward,Porto,UEFA Europa League,58.0,6.03,27,BRA
Gonçalo Borges,J7,RW,Forward,Porto,UEFA Europa League,32.0,6.52,23,POR
Rodrigo Mora,J7,AM,Forward,Porto,UEFA Europa League,72.0,6.67,17,POR
Ayoub El Kaabi,J7,AM,Forward,Olympiacos,UEFA Europa League,89.0,6.52,31,MAR
Chiquinho,J7,LW,Forward,Olympiacos,UEFA Europa League,88.0,6.15,29,POR
Giorgos Masouras,J7,RW,Forward,Olympiacos,UEFA Europa League,45.0,5.47,31,GRE
Kristoffer Velde,J7,RW,Forward,Olympiacos,UEFA Europa League,31.0,6.05,25,NOR
Charalampos Kostoulas,J7,AM,Forward,Olympiacos,UEFA Europa League,90.0,6.38,17,GRE
Kasper Waarst Høgh,J7,AM,Forward,Bodø/Glimt,UEFA Europa League,71.0,6.66,24,DEN
Isak Määttä,J7,LW,Forward,Bodø/Glimt,UEFA Europa League,90.0,6.72,23,NOR
Sondre Sørli,J7,RW,Forward,Bodø/Glimt,UEFA Europa League,81.0,6.59,29,NOR
Jens Petter Hauge,J7,LW,Forward,Bodø/Glimt,UEFA Europa League,28.0,5.98,25,NOR
Dor Turgeman,J7,AM,Forward,Maccabi Tel Aviv,UEFA Europa League,77.0,6.03,21,ISR
Hisham Layous,J7,LW,Forward,Maccabi Tel Aviv,UEFA Europa League,90.0,5.38,24,ISR
Osher Davida,J7,RW,Forward,Maccabi Tel Aviv,UEFA Europa League,77.0,5.58,23,ISR
Dor Peretz,J7,AM,Forward,Maccabi Tel Aviv,UEFA Europa League,90.0,6.64,29,ISR
Erik Botheim,J7,AM,Forward,Malmö,UEFA Europa League,90.0,6.5,25,NOR
Taha Abdi Ali,J7,LW,Forward,Malmö,UEFA Europa League,61.0,5.98,26,SWE
Anders Christiansen,J7,AM,Forward,Malmö,UEFA Europa League,28.0,6.43,34,DEN
Hugo Bolin,J7,RW,Forward,Malmö,UEFA Europa League,90.0,6.09,21,SWE
Oliver Berg,J7,AM,Forward,Malmö,UEFA Europa League,76.0,6.36,31,NOR
Ricky van Wolfswinkel,J7,AM,Forward,Twente,UEFA Europa League,90.0,6.33,35,NED
Sayfallah Ltaief,J7,LW,Forward,Twente,UEFA Europa League,72.0,6.44,24,TUN
Daan Rots,J7,RW,Forward,Twente,UEFA Europa League,90.0,5.9,23,NED
Sem Steijn,J7,AM,Forward,Twente,UEFA Europa League,72.0,6.6,23,NED
Max Moerstedt,J7,AM,Forward,Hoffenheim,UEFA Europa League,90.0,6.42,0,GER
Andrej Kramarić,J7,AM,Forward,Hoffenheim,UEFA Europa League,90.0,7.04,33,CRO
Tom Bischof,J7,AM,Forward,Hoffenheim,UEFA Europa League,79.0,6.92,19,GER
Adam Hložek,J7,AM,Forward,Hoffenheim,UEFA Europa League,79.0,6.55,22,CZE
Richarlison,J7,AM,Forward,Tottenham,UEFA Europa League,55.0,6.13,27,BRA
Mikey Moore,J7,LW,Forward,Tottenham,UEFA Europa League,35.0,6.22,17,ENG
Son Heung-min,J7,LW,Forward,Tottenham,UEFA Europa League,78.0,6.96,32,KOR
Dejan Kulusevski,J7,RW,Forward,Tottenham,UEFA Europa League,90.0,6.4,24,SWE
Matěj Vydra,J7,AM,Forward,Viktoria Plzeň,UEFA Europa League,75.0,6.92,32,CZE
Prince Adu Kwabena,J7,AM,Forward,Viktoria Plzeň,UEFA Europa League,87.0,6.8,21,GHA
Cadu,J7,LW,Forward,Viktoria Plzeň,UEFA Europa League,90.0,5.59,27,BRA
Milan Havel,J7,RW,Forward,Viktoria Plzeň,UEFA Europa League,82.0,5.64,30,CZE
Luis Vázquez,J7,AM,Forward,Anderlecht,UEFA Europa League,90.0,6.16,23,ARG
Nilson Angulo,J7,LW,Forward,Anderlecht,UEFA Europa League,60.0,5.54,21,ECU
Francis Amuzu,J7,LW,Forward,Anderlecht,UEFA Europa League,30.0,5.88,25,BEL
Tristan Degreef,J7,RW,Forward,Anderlecht,UEFA Europa League,60.0,6.02,20,BEL
Thorgan Hazard,J7,RW,Forward,Anderlecht,UEFA Europa League,30.0,6.82,31,BEL
Yari Verschaeren,J7,AM,Forward,Anderlecht,UEFA Europa League,45.0,6.18,23,BEL
Mexx Meerdink,J7,AM,Forward,AZ Alkmaar,UEFA Europa League,71.0,6.42,21,NED
Mayckel Lahdo,J7,LW,Forward,AZ Alkmaar,UEFA Europa League,61.0,6.04,22,SWE
Zico Buurmeester,J7,RW,Forward,AZ Alkmaar,UEFA Europa League,29.0,6.09,22,NED
Ernest Poku,J7,RW,Forward,AZ Alkmaar,UEFA Europa League,71.0,6.1,20,NED
Sven Mijnans,J7,AM,Forward,AZ Alkmaar,UEFA Europa League,90.0,6.63,24,NED
Artem Dovbyk,J7,AM,Forward,Roma,UEFA Europa League,45.0,5.71,27,UKR
Matìas Soulé,J7,AM,Forward,Roma,UEFA Europa League,45.0,6.83,21,ARG
Paulo Dybala,J7,AM,Forward,Roma,UEFA Europa League,90.0,7.02,31,ARG
Joshua Zirkzee,J7,AM,Forward,Manchester Utd,UEFA Europa League,81.0,5.94,23,NED
Alejandro Garnacho,J7,AM,Forward,Manchester Utd,UEFA Europa League,90.0,6.85,20,ARG
Christian Eriksen,J7,AM,Forward,Manchester Utd,UEFA Europa League,73.0,6.45,32,DEN
Hamza Igamane,J7,AM,Forward,Rangers,UEFA Europa League,90.0,6.52,22,MAR
Rıdvan Yılmaz,J7,LW,Forward,Rangers,UEFA Europa League,89.0,5.74,23,TUR
Václav Černý,J7,RW,Forward,Rangers,UEFA Europa League,59.0,5.79,27,CZE
Findlay Curtis,J7,RW,Forward,Rangers,UEFA Europa League,31.0,5.77,18,SCO
Nedim Bajrami,J7,AM,Forward,Rangers,UEFA Europa League,70.0,5.86,25,ALB
Cyriel Dessers,J7,AM,Forward,Rangers,UEFA Europa League,20.0,6.64,30,NGA
Ross McCausland,J7,LW,Forward,Rangers,UEFA Europa League,45.0,5.91,21,NIR
Youssef En-Nesyri,J7,AM,Forward,Fenerbahçe,UEFA Europa League,71.0,6.02,27,MAR
Dušan Tadić,J7,AM,Forward,Fenerbahçe,UEFA Europa League,81.0,5.94,36,SRB
İrfan Kahveci,J7,AM,Forward,Fenerbahçe,UEFA Europa League,58.0,6.47,29,TUR
Allan Saint-Maximin,J7,AM,Forward,Fenerbahçe,UEFA Europa League,32.0,6.77,27,FRA
Georges Mikautadze,J7,AM,Forward,Lyon,UEFA Europa League,78.0,6.52,24,GEO
Malick Fofana,J7,LW,Forward,Lyon,UEFA Europa League,42.0,5.68,19,BEL
Alexandre Lacazette,J7,AM,Forward,Lyon,UEFA Europa League,48.0,6.25,33,FRA
Saïd Benrahma,J7,LW,Forward,Lyon,UEFA Europa League,90.0,6.47,29,ALG
Rayan Cherki,J7,AM,Forward,Lyon,UEFA Europa League,90.0,7.02,21,FRA
Franjo Ivanović,J7,AM,Forward,Union SG,UEFA Europa League,90.0,6.78,21,CRO
Kevin Rodríguez,J7,AM,Forward,Union SG,UEFA Europa League,45.0,6.6,24,ECU
Amine El Ouazzani,J7,AM,Forward,Braga,UEFA Europa League,90.0,6.59,23,MAR
Bruma,J7,AM,Forward,Braga,UEFA Europa League,89.0,6.52,30,POR
Ricardo Horta,J7,AM,Forward,Braga,UEFA Europa League,83.0,5.99,30,POR
Hugo Ekitike,J7,AM,Forward,Eint Frankfurt,UEFA Europa League,79.0,6.99,22,FRA
Ansgar Knauff,J7,LW,Forward,Eint Frankfurt,UEFA Europa League,90.0,5.93,23,GER
Mario Götze,J7,RW,Forward,Eint Frankfurt,UEFA Europa League,73.0,6.28,32,GER
Can Uzun,J7,AM,Forward,Eint Frankfurt,UEFA Europa League,84.0,6.9,19,TUR
Barnabás Varga,J7,AM,Forward,Ferencváros,UEFA Europa League,90.0,5.95,30,HUN
Kady Borges,J7,AM,Forward,Ferencváros,UEFA Europa League,45.0,5.6,28,BRA
Amin Sarr,J21,AM,Forward,Hellas Verona,Italian Serie A,72.0,6.25,23,SWE
Casper Tengstedt,J21,AM,Forward,Hellas Verona,Italian Serie A,64.0,6.4,24,DEN
Darko Lazović,J21,LW,Forward,Hellas Verona,Italian Serie A,26.0,6.41,34,SRB
Tomáš Suslov,J21,AM,Forward,Hellas Verona,Italian Serie A,64.0,6.36,22,SVK
Grigoris Kastanos,J21,RW,Forward,Hellas Verona,Italian Serie A,26.0,5.62,26,CYP
Dailon Livramento,J21,AM,Forward,Hellas Verona,Italian Serie A,45.0,5.75,23,CPV
Valentín Castellanos,J21,AM,Forward,Lazio,Italian Serie A,90.0,6.27,26,ARG
Mattia Zaccagni,J21,LW,Forward,Lazio,Italian Serie A,65.0,7.05,29,ITA
Fisayo Dele-Bashiru,J21,LW,Forward,Lazio,Italian Serie A,25.0,5.96,23,NGA
Gustav Isaksen,J21,RW,Forward,Lazio,Italian Serie A,65.0,6.59,23,DEN
Pedro,J21,RW,Forward,Lazio,Italian Serie A,25.0,5.96,37,ESP
Boulaye Dia,J21,AM,Forward,Lazio,Italian Serie A,90.0,6.9,28,SEN
Jalal Abdulai,J7,AM,Forward,Elfsborg,UEFA Europa League,83.0,6.45,20,GHA
Gottfrid Rapp,J7,LW,Forward,Elfsborg,UEFA Europa League,77.0,5.97,19,SWE
Arber Zeneli,J7,RW,Forward,Elfsborg,UEFA Europa League,77.0,6.59,29,KVX
Youssoufa Moukoko,J7,AM,Forward,Nice,UEFA Europa League,90.0,6.88,20,GER
Mohamed Ali Cho,J7,AM,Forward,Nice,UEFA Europa League,66.0,6.55,21,FRA
Evann Guessand,J7,AM,Forward,Nice,UEFA Europa League,24.0,6.7,23,CIV
Melvin Bard,J7,LW,Forward,Nice,UEFA Europa League,66.0,5.86,24,FRA
Ali Abdi,J7,LW,Forward,Nice,UEFA Europa League,24.0,6.44,31,TUN
Tom Louchet,J7,RW,Forward,Nice,UEFA Europa League,90.0,6.93,21,FRA
Jonathan Clauss,J7,RW,Forward,Nice,UEFA Europa League,24.0,6.81,32,FRA
Valentín Castellanos,J7,AM,Forward,Lazio,UEFA Europa League,45.0,6.93,26,ARG
Pedro,J7,AM,Forward,Lazio,UEFA Europa League,45.0,6.83,37,ESP
Mattia Zaccagni,J7,LW,Forward,Lazio,UEFA Europa League,55.0,6.53,29,ITA
Loum Tchaouna,J7,RW,Forward,Lazio,UEFA Europa League,35.0,6.88,21,FRA
Gustav Isaksen,J7,RW,Forward,Lazio,UEFA Europa League,55.0,6.8,23,DEN
Tijjani Noslin,J7,AM,Forward,Lazio,UEFA Europa League,35.0,6.46,25,NED
Boulaye Dia,J7,AM,Forward,Lazio,UEFA Europa League,75.0,6.47,28,SEN
Mikel Oyarzabal,J7,AM,Forward,Real Sociedad,UEFA Europa League,45.0,5.92,27,ESP
Nəriman Axundzadə,J7,AM,Forward,Qarabağ,UEFA Europa League,80.0,6.12,20,AZE
Abdellah Zoubir,J7,LW,Forward,Qarabağ,UEFA Europa League,90.0,6.66,33,FRA
Oleksii Kashchuk,J7,RW,Forward,Qarabağ,UEFA Europa League,80.0,5.85,24,UKR
Leandro Andrade,J7,AM,Forward,Qarabağ,UEFA Europa League,80.0,6.89,25,CPV
Daniel Birligea,J7,AM,Forward,FCSB,UEFA Europa League,89.0,6.31,24,ROU
David Miculescu,J7,LW,Forward,FCSB,UEFA Europa League,61.0,6.0,23,ROU
Alexandru Musi,J7,LW,Forward,FCSB,UEFA Europa League,29.0,5.55,20,ROU
Marius Ştefănescu,J7,RW,Forward,FCSB,UEFA Europa League,45.0,5.91,26,ROU
Alexandru Băluță,J7,RW,Forward,FCSB,UEFA Europa League,45.0,5.94,31,ROU
Florin Tănase,J7,AM,Forward,FCSB,UEFA Europa League,78.0,6.46,30,ROU
Cedric Kouadio,J7,AM,Forward,FK Rīgas FS,UEFA Europa League,60.0,5.69,28,CIV
Darko Lemajić,J7,AM,Forward,FK Rīgas FS,UEFA Europa League,30.0,5.89,31,SRB
Jānis Ikaunieks,J7,AM,Forward,FK Rīgas FS,UEFA Europa League,90.0,6.29,29,LVA
Brian Brobbey,J7,AM,Forward,Ajax,UEFA Europa League,60.0,6.03,22,NED
Wout Weghorst,J7,AM,Forward,Ajax,UEFA Europa League,30.0,6.78,32,NED
Mika Godts,J7,LW,Forward,Ajax,UEFA Europa League,72.0,5.61,19,BEL
Bertrand Traoré,J7,RW,Forward,Ajax,UEFA Europa League,80.0,6.48,29,BFA
Fyodor Chalov,J7,AM,Forward,PAOK,UEFA Europa League,63.0,6.61,26,RUS
Brandon,J7,AM,Forward,PAOK,UEFA Europa League,27.0,6.96,29,ESP
Taison,J7,LW,Forward,PAOK,UEFA Europa League,75.0,6.01,37,BRA
Kiril Despodov,J7,RW,Forward,PAOK,UEFA Europa League,83.0,6.26,28,BUL
Giannis Konstantelias,J7,AM,Forward,PAOK,UEFA Europa League,90.0,6.96,21,GRE
Mojmir Chytil,J7,AM,Forward,Slavia Prague,UEFA Europa League,90.0,6.26,25,CZE
Dominik Pech,J7,LW,Forward,Slavia Prague,UEFA Europa League,90.0,6.41,18,CZE
Ondřej Lingr,J7,RW,Forward,Slavia Prague,UEFA Europa League,82.0,5.93,26,CZE
Rwan,J7,AM,Forward,Ludogorets,UEFA Europa League,90.0,6.78,23,BRA
Caio Vidal,J7,LW,Forward,Ludogorets,UEFA Europa League,89.0,6.06,24,BRA
Erick Marcus,J7,RW,Forward,Ludogorets,UEFA Europa League,90.0,6.98,20,BRA
Ivaylo Chochev,J7,AM,Forward,Ludogorets,UEFA Europa League,90.0,6.47,31,BUL
Adam Buksa,J7,AM,Forward,Midtjylland,UEFA Europa League,90.0,6.42,28,POL
Aral Şimşir,J7,LW,Forward,Midtjylland,UEFA Europa League,63.0,5.81,22,DEN
Mikel Johnsen,J7,LW,Forward,Midtjylland,UEFA Europa League,27.0,6.72,18,DEN
Darío Osorio,J7,RW,Forward,Midtjylland,UEFA Europa League,59.0,6.53,20,CHI
Edward Chilufya,J7,RW,Forward,Midtjylland,UEFA Europa League,27.0,6.26,25,ZAM
Cyriel Dessers,J8,AM,Forward,Rangers,UEFA Europa League,90.0,6.95,30,NGA
Hamza Igamane,J8,LW,Forward,Rangers,UEFA Europa League,79.0,6.62,22,MAR
Václav Černý,J8,RW,Forward,Rangers,UEFA Europa League,62.0,6.75,27,CZE
Mohammed Fuseini,J8,AM,Forward,Union SG,UEFA Europa League,68.0,6.51,22,GHA
Kevin Rodríguez,J8,AM,Forward,Union SG,UEFA Europa League,22.0,6.41,24,ECU
Franjo Ivanović,J8,AM,Forward,Union SG,UEFA Europa League,90.0,6.64,21,CRO
Amine El Ouazzani,J8,AM,Forward,Braga,UEFA Europa League,90.0,5.78,23,MAR
Ismaël Gharbi,J8,LW,Forward,Braga,UEFA Europa League,90.0,6.08,20,ESP
Roger Fernandes,J8,RW,Forward,Braga,UEFA Europa League,78.0,6.64,19,GNB
Ricardo Horta,J8,AM,Forward,Braga,UEFA Europa League,90.0,6.92,30,POR
Valentín Castellanos,J8,AM,Forward,Lazio,UEFA Europa League,87.0,6.33,26,ARG
Tijjani Noslin,J8,LW,Forward,Lazio,UEFA Europa League,90.0,6.34,25,NED
Loum Tchaouna,J8,RW,Forward,Lazio,UEFA Europa League,65.0,6.22,21,FRA
Gustav Isaksen,J8,RW,Forward,Lazio,UEFA Europa League,25.0,6.77,23,DEN
Pedro,J8,AM,Forward,Lazio,UEFA Europa League,90.0,6.48,37,ESP
Richarlison,J8,AM,Forward,Tottenham,UEFA Europa League,80.0,6.36,27,BRA
Son Heung-min,J8,LW,Forward,Tottenham,UEFA Europa League,45.0,7.11,32,KOR
Mikey Moore,J8,RW,Forward,Tottenham,UEFA Europa League,90.0,6.97,17,ENG
Dane Scarlett,J8,AM,Forward,Tottenham,UEFA Europa League,25.0,7.09,20,ENG
