Player,Team,League,Position,General Position,Nationality,Age,Rating,Minutes,Matches,Average Rating
Kerem Aktürkoğlu,Benfica,UEFA Champions League,LW,Forward,TUR,26,83.51,847,12,6.96
Kerem Demirbay,Galatasaray,UEFA Europa League,AM,Midfielder,GER,31,59.21,239,9,6.58
Keven Schlotterbeck,Augsburg,German Bundesliga,CB,Defender,GER,27,114.01,1297,18,6.33
Kevin,Shakhtar,UEFA Champions League,LM,Forward,BRA,22,51.86,459,7,7.41
Kevin Akpoguma,Hoffenheim,"German Bundesliga, UEFA Europa League",CB,Defender,NGA,30,250.28,2770,39,6.42
Kevin Behrens,Wolfsburg,German Bundesliga,AM,Forward,GER,34,110.76,170,18,6.15
Kevin Bonifazi,Lecce,Italian Serie A,CB,Defender,ITA,28,18.29,65,3,6.1
Kevin Csoboth,St. Gallen,UEFA Europa Conference League,LM,Forward,HUN,24,36.11,353,6,6.02
Kevin Danso,"Lens, Tottenham","English Premier League, French Ligue 1, UEFA Europa League",CB,Defender,AUT,26,164.26,2030,25,6.57
Kevin De Bruyne,Manchester City,"English Premier League, UEFA Champions League",AM,Forward,BEL,33,245.87,2099,35,7.02
Kevin Diks,FC Copenhagen,UEFA Europa Conference League,CB,Defender,IDN,28,56.16,828,9,6.24
Kevin Kampl,RB Leipzig,"German Bundesliga, UEFA Champions League",CM,Midfielder,SVN,34,205.78,1856,31,6.64
Kevin Mac Allister,Union SG,UEFA Europa League,CB,Defender,ARG,27,52.48,731,8,6.56
Kevin Martins,Monza,Italian Serie A,AM,Forward,ITA,20,53.95,183,9,5.99
Kevin Mbabu,Midtjylland,UEFA Europa League,RB,Defender,SUI,29,45.33,533,7,6.48
Kevin Medina,Qarabağ,UEFA Europa League,CB,Defender,COL,31,39.88,540,6,6.65
Kevin Paredes,Wolfsburg,German Bundesliga,WB,Midfielder,USA,21,12.9,123,2,6.45
Kevin Rodríguez,Union SG,UEFA Europa League,AM,Forward,ECU,24,66.14,427,10,6.61
Kevin Schade,Brentford,English Premier League,AM,Forward,GER,23,248.99,2293,38,6.55
Kevin Stöger,Gladbach,German Bundesliga,AM,Forward,AUT,31,204.74,1551,31,6.6
Kevin Vogt,Union Berlin,German Bundesliga,CB,Defender,GER,33,113.33,1367,18,6.3
Kevin Volland,Union Berlin,German Bundesliga,AM,Forward,GER,32,24.1,61,4,6.02
Kevin Wimmer,Slovan Bratislava,UEFA Champions League,CB,Defender,AUT,32,36.84,450,5,7.37
Kevin Zeroli,"Milan, Monza",Italian Serie A,CM,Midfielder,ITA,20,53.8,407,9,5.98
Kevor Palumets,HJK,UEFA Europa Conference League,CM,Midfielder,EST,21,6.37,31,1,6.37
Keyliane Abdallah,Marseille,French Ligue 1,RW,Forward,FRA,18,5.51,3,1,5.51
Khalil Fayad,Montpellier,French Ligue 1,CM,Midfielder,FRA,20,127.31,1028,20,6.37
Khvicha Kvaratskhelia,"Napoli, Paris S-G","French Ligue 1, Italian Serie A, UEFA Champions League",LW,Forward,GEO,24,279.68,2827,40,6.99
Khéphren Thuram,Juventus,"Italian Serie A, UEFA Champions League",CM,Midfielder,FRA,24,288.16,2811,44,6.55
Ki-Jana Hoever,Auxerre,French Ligue 1,RB,Defender,NED,23,193.01,2124,30,6.43
Kialonda,Lecce,Italian Serie A,CB,Defender,ANG,27,149.92,2144,24,6.25
Kian Fitz-Jim,Ajax,UEFA Europa League,RM,Midfielder,NED,21,66.96,677,10,6.7
Kiano Dyer,Chelsea,UEFA Europa Conference League,DM,Midfielder,ENG,18,5.42,5,1,5.42
Kieran Dowell,Rangers,UEFA Europa League,AM,Forward,ENG,26,6.45,45,1,6.45
Kieran Tierney,Arsenal,"English Premier League, UEFA Champions League",LW,Defender,SCO,27,115.05,380,18,6.39
Kieran Trippier,Newcastle Utd,English Premier League,RB,Defender,ENG,34,174.26,1309,25,6.97
Kiernan Dewsbury-Hall,Chelsea,"English Premier League, UEFA Europa Conference League",AM,Forward,ENG,26,162.48,1286,26,6.25
Kike Barja,Osasuna,Spanish La Liga,LW,Forward,ESP,28,95.06,315,15,6.34
Kike Pérez,"Valladolid, Venezia","Italian Serie A, Spanish La Liga",CM,Midfielder,ESP,28,233.51,2305,35,6.67
Kike Salas,Sevilla,Spanish La Liga,CB,Defender,ESP,23,209.31,2238,31,6.75
Kiko Femenía,Villarreal,Spanish La Liga,RB,Defender,ESP,34,192.7,2227,28,6.88
Kiké,Alavés,Spanish La Liga,AM,Forward,ESP,35,230.98,2542,35,6.6
Kilian Fischer,Wolfsburg,German Bundesliga,RB,Defender,GER,24,205.5,2297,32,6.42
Kiliann Sildillia,Freiburg,German Bundesliga,RB,Defender,FRA,22,129.98,801,21,6.19
Killian Sardella,Anderlecht,UEFA Europa League,RB,Defender,BEL,22,52.02,482,8,6.5
Kim Jisoo,Brentford,English Premier League,CB,Defender,KOR,20,18.12,30,3,6.04
Kim Min-jae,Bayern Munich,"German Bundesliga, UEFA Champions League",CB,Defender,KOR,28,273.49,3349,40,6.84
Kim Minsu,Girona,"Spanish La Liga, UEFA Champions League",CM,Midfielder,KOR,18,24.42,35,4,6.1
Kingsley Coman,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,FRA,28,263.36,1740,39,6.75
Kingsley Ehizibue,Udinese,Italian Serie A,RB,Defender,NED,30,206.63,2498,33,6.26
Kingsley Sarfo,APOEL,UEFA Europa Conference League,CM,Midfielder,GHA,30,5.86,54,1,5.86
Kingstone Mutandwa,Cagliari,Italian Serie A,AM,Forward,ZAM,22,35.53,127,6,5.92
Kipras Kažukolovas,Astana FK,UEFA Europa Conference League,CB,Defender,LTU,24,24.4,360,4,6.1
Kirian Rodríguez,Las Palmas,Spanish La Liga,CM,Midfielder,ESP,28,144.26,1758,21,6.87
Kiril Despodov,PAOK,UEFA Europa League,RW,Forward,BUL,28,65.52,445,10,6.55
Kjell-Arik Wätjen,Dortmund,German Bundesliga,AM,Forward,GER,18,11.31,16,2,5.65
Klemen Nemanič,NK Celje,UEFA Europa Conference League,CB,Defender,SVN,28,65.94,874,11,5.99
Ko Itakura,Gladbach,German Bundesliga,CB,Defender,JPN,28,200.67,2790,31,6.47
Kobbie Mainoo,Manchester Utd,"English Premier League, UEFA Europa League",CM,Midfielder,ENG,20,215.6,1830,33,6.53
Koji Miyoshi,Bochum,German Bundesliga,AM,Forward,JPN,28,91.45,464,15,6.1
Koka,Le Havre,French Ligue 1,AM,Forward,EGY,32,98.24,851,16,6.14
Koke,Atlético Madrid,"Spanish La Liga, UEFA Champions League",CM,Midfielder,ESP,33,270.15,2329,39,6.93
Koki Machida,Union SG,UEFA Europa League,CB,Defender,JPN,27,50.33,654,8,6.29
Konan N'dri,Lecce,Italian Serie A,RW,Forward,CIV,24,67.21,306,11,6.11
Koni De Winter,Genoa,Italian Serie A,CB,Defender,BEL,22,158.8,2135,25,6.35
Konrad Faber,St. Gallen,UEFA Europa Conference League,AM,Defender,GER,27,17.62,176,3,5.87
Konrad Laimer,Bayern Munich,"German Bundesliga, UEFA Champions League",RB,Defender,AUT,27,266.48,2478,40,6.66
Konstantin Schopp,Sturm Graz,UEFA Champions League,CB,Defender,AUT,18,6.39,1,1,6.39
Konstantinos Galanopoulos,APOEL,UEFA Europa Conference League,DM,Defender,GRE,27,12.94,180,2,6.47
Konstantinos Koulierakis,Wolfsburg,German Bundesliga,CB,Defender,GRE,21,193.49,2468,30,6.45
Konstantinos Laifis,APOEL,UEFA Europa Conference League,CB,Defender,CYP,31,48.0,718,8,6.0
Konstantinos Mavropanos,West Ham,English Premier League,CB,Defender,GRE,27,219.05,2045,33,6.64
Konstantinos Thymianis,PAOK,UEFA Europa League,AM,Forward,GRE,23,5.56,5,1,5.56
Kosta Nedeljković,"Aston Villa, RB Leipzig","English Premier League, German Bundesliga, UEFA Champions League",RB,Defender,SRB,19,106.5,636,17,6.26
Kostas Pileas,Pafos FC,UEFA Europa Conference League,LB,Defender,CYP,26,29.89,171,5,5.98
Kostas Tsimikas,Liverpool,"English Premier League, UEFA Champions League",LB,Defender,GRE,29,164.56,1280,24,6.86
Kostiantyn Vivcharenko,Dynamo Kyiv,UEFA Europa League,LB,Defender,UKR,22,33.41,409,5,6.68
Kristian Bilovar,Dynamo Kyiv,UEFA Europa League,CB,Defender,UKR,23,45.09,612,7,6.44
Kristian Eriksen,Molde,UEFA Europa Conference League,CM,Midfielder,NOR,29,60.64,844,10,6.06
Kristian Nökkvi Hlynsson,Ajax,UEFA Europa League,RM,Midfielder,ISL,20,18.63,83,3,6.21
Kristijan Belic,AZ Alkmaar,UEFA Europa League,DM,Midfielder,SRB,23,50.71,227,8,6.34
Kristijan Jakić,Augsburg,German Bundesliga,CM,Midfielder,CRO,28,197.33,2306,31,6.37
Kristjan Asllani,Inter,"Italian Serie A, UEFA Champions League",CM,Midfielder,ALB,23,202.96,1353,31,6.55
Kristoffer Ajer,Brentford,English Premier League,RB,Defender,NOR,27,156.27,1438,24,6.51
Kristoffer Askildsen,Midtjylland,UEFA Europa League,CM,Midfielder,NOR,23,18.36,54,3,6.12
Kristoffer Haugen,Molde,UEFA Europa Conference League,LB,Defender,NOR,31,37.53,364,6,6.26
Kristoffer Normann Hansen,Jagiellonia,UEFA Europa Conference League,RW,Forward,NOR,30,70.71,698,12,5.89
Kristoffer Velde,Olympiacos,UEFA Europa League,LW,Forward,NOR,25,37.74,184,6,6.29
Kristoffer Zachariassen,Ferencváros,UEFA Europa League,AM,Forward,NOR,30,61.97,488,10,6.2
Kryštof Daněk,Sparta Prague,UEFA Champions League,CM,Forward,CZE,22,18.86,50,3,6.29
Krzysztof Piątek,Başakşehir,UEFA Europa Conference League,AM,Forward,POL,29,38.95,465,6,6.49
Krépin Diatta,Monaco,"French Ligue 1, UEFA Champions League",LB,Defender,SEN,26,147.2,721,23,6.4
Kwadwo Duah,Ludogorets,UEFA Europa League,AM,Forward,SUI,27,36.78,353,6,6.13
Kye Rowles,Hearts,UEFA Europa Conference League,CB,Defender,AUS,26,30.46,450,5,6.09
Kyle Walker,"Manchester City, Milan","English Premier League, Italian Serie A, UEFA Champions League",RB,Defender,ENG,34,200.79,1912,30,6.69
Kyle Walker-Peters,Southampton,English Premier League,WB,Defender,ENG,28,225.8,2918,33,6.84
Kylian Mbappé,Real Madrid,"Spanish La Liga, UEFA Champions League",AM,Forward,FRA,26,349.95,4034,48,7.29
Kyllian Antonio,Lens,French Ligue 1,CB,Defender,FRA,17,17.47,139,3,5.82
Kyogo Furuhashi,"Celtic, Rennes","French Ligue 1, UEFA Champions League",AM,Forward,JPN,30,80.69,585,13,6.21
Kyriakos Savvidis,Slovan Bratislava,UEFA Champions League,CM,Midfielder,GRE,29,56.57,601,8,7.07
Kyriani Sabbe,Club Brugge,UEFA Champions League,RB,Defender,BEL,20,42.52,238,6,7.09
Kévin Danois,Auxerre,French Ligue 1,CM,Midfielder,FRA,20,144.98,1460,22,6.59
Kévin Denkey,Cercle Brugge,UEFA Europa Conference League,AM,Forward,TOG,24,26.08,230,4,6.52
Kévin Pedro,Saint-Étienne,French Ligue 1,LB,Defender,FRA,18,7.07,10,1,7.07
Kévin Théophile-Catherine,Dinamo Zagreb,UEFA Champions League,CB,Defender,FRA,35,47.01,630,7,6.72
Ladislav Krejčí,Girona,"Spanish La Liga, UEFA Champions League",CB,Defender,CZE,26,242.84,3070,35,6.94
Lamare Bogarde,Aston Villa,"English Premier League, UEFA Champions League",DM,Defender,NED,21,76.62,617,12,6.39
Lameck Banda,Lecce,Italian Serie A,LW,Forward,ZAM,24,94.29,610,15,6.29
Lamine Camara,Monaco,"French Ligue 1, UEFA Champions League",DM,Midfielder,SEN,21,260.25,2659,38,6.85
Lamine Fomba,Saint-Étienne,French Ligue 1,AM,Forward,FRA,27,44.72,217,7,6.39
Lamine Yamal,Barcelona,"Spanish La Liga, UEFA Champions League",RW,Forward,ESP,17,352.09,3950,48,7.34
Lanroy Machine,Angers,French Ligue 1,RW,Forward,FRA,19,11.08,8,2,5.54
Lars Lukas Mai,Lugano,UEFA Europa Conference League,CB,Forward,GER,24,26.6,215,5,5.32
Lars Ritzka,St. Pauli,German Bundesliga,CB,Defender,GER,27,130.41,922,21,6.21
Lasha Dvali,APOEL,UEFA Europa Conference League,CB,Defender,GEO,29,23.3,99,4,5.82
Lasha Odisharia,FK Rīgas FS,UEFA Europa League,LB,Defender,GEO,22,51.5,690,8,6.44
Lassana Coulibaly,Lecce,Italian Serie A,DM,Midfielder,MLI,29,234.85,2667,38,6.18
Lasse Berg Johnsen,Malmö,UEFA Europa League,DM,Midfielder,NOR,25,52.84,678,8,6.6
Lasse Rosenboom,Holstein Kiel,German Bundesliga,WB,Midfielder,GER,23,160.57,1734,26,6.18
Lassina Franck Traoré,Shakhtar,UEFA Champions League,AM,Forward,BFA,24,39.99,146,6,6.66
Lassine Sinayoko,Auxerre,French Ligue 1,AM,Forward,MLI,25,223.48,2299,34,6.57
Lasso Coulibaly,Auxerre,French Ligue 1,AM,Forward,CIV,22,17.92,45,3,5.97
Laurenzo Alvarenga,Nice,UEFA Europa League,LM,Midfielder,FRA,20,5.38,1,1,5.38
Lautaro Gianetti,Udinese,Italian Serie A,CB,Defender,ARG,31,92.4,878,15,6.16
Lautaro Martínez,Inter,"Italian Serie A, UEFA Champions League",AM,Forward,ARG,27,306.34,3417,45,6.81
Lautaro Valenti,Parma,Italian Serie A,CB,Defender,ARG,26,122.67,1556,20,6.13
Lawrence Agyekum,Cercle Brugge,UEFA Europa Conference League,CM,Midfielder,GHA,21,29.72,192,5,5.94
Lawrence Shankland,Hearts,UEFA Europa Conference League,AM,Forward,SCO,29,38.12,540,6,6.35
Lazar Samardzic,Atalanta,"Italian Serie A, UEFA Champions League",AM,Forward,SRB,23,266.24,1462,39,6.83
Leander Dendoncker,Anderlecht,UEFA Europa League,CB,Midfielder,BEL,29,51.25,713,8,6.41
Leandro Andrade,Qarabağ,UEFA Europa League,RW,Forward,CPV,25,51.38,401,8,6.42
Leandro Antonetti,Sevilla,Spanish La Liga,AM,Forward,PUR,22,12.58,28,2,6.29
Leandro Barreiro Martins,Benfica,UEFA Champions League,CM,Midfielder,LUX,25,63.0,267,9,7.0
Leandro Cabrera,Espanyol,Spanish La Liga,CB,Defender,URU,33,217.14,2869,33,6.58
Leandro Morgalla,RB Salzburg,UEFA Champions League,RB,Defender,GER,20,21.57,83,3,7.19
Leandro Paredes,Roma,"Italian Serie A, UEFA Europa League",CM,Midfielder,ARG,30,197.01,1903,30,6.57
Leandro Trossard,Arsenal,"English Premier League, UEFA Champions League",AM,Forward,BEL,30,361.04,3214,52,6.94
Lee Erwin,HJK,UEFA Europa Conference League,AM,Forward,SCO,30,36.65,503,6,6.11
Lee Grace,Shamrock Rov,UEFA Europa Conference League,CB,Defender,IRL,32,47.59,750,8,5.95
Lee Jae-sung,Mainz 05,German Bundesliga,AM,Forward,KOR,32,214.92,2650,33,6.51
Lee Kang-in,Paris S-G,"French Ligue 1, UEFA Champions League",RW,Forward,KOR,24,285.52,2131,41,6.96
Leif Davis,Ipswich Town,English Premier League,LB,Defender,ENG,25,217.14,2743,33,6.58
Lennard Maloney,"Heidenheim, Mainz 05","German Bundesliga, UEFA Europa Conference League",CM,Midfielder,USA,25,124.64,1106,21,5.94
Leny Yoro,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,FRA,19,184.76,1806,29,6.37
Leo Skiri Østigård,"Hoffenheim, Rennes","French Ligue 1, German Bundesliga",CB,Defender,NOR,25,173.58,2154,27,6.43
Leo Smith,The New Saints,UEFA Europa Conference League,CM,Midfielder,WAL,26,35.75,396,6,5.96
Leon Bailey,Aston Villa,"English Premier League, UEFA Champions League",RW,Forward,JAM,27,217.02,1665,32,6.78
Leon Balogun,Rangers,UEFA Europa League,CB,Defender,NGA,36,42.62,490,7,6.09
Leon Flach,Jagiellonia,UEFA Europa Conference League,CM,Midfielder,USA,24,29.66,398,5,5.93
Leon Goretzka,Bayern Munich,"German Bundesliga, UEFA Champions League",DM,Midfielder,GER,30,260.54,2164,38,6.86
Leon Grgic,Sturm Graz,UEFA Champions League,AM,Forward,AUT,18,6.08,1,1,6.08
Leon Jakirovic,Dinamo Zagreb,UEFA Champions League,CB,Defender,CRO,17,5.85,1,1,5.85
Leon King,Rangers,UEFA Europa League,RB,Defender,SCO,21,12.17,14,2,6.08
Leonardo Balerdi,Marseille,French Ligue 1,CB,Defender,ARG,26,176.99,2273,27,6.56
Leonardo Bittencourt,Werder Bremen,German Bundesliga,CM,Midfielder,GER,31,170.24,982,27,6.31
Leonardo Pavoletti,Cagliari,Italian Serie A,AM,Forward,ITA,36,160.46,445,26,6.17
Leonardo Spinazzola,Napoli,Italian Serie A,LB,Defender,ITA,32,172.23,1517,27,6.38
Leonardo da Silva Lopes,Gent,UEFA Europa Conference League,CM,Midfielder,POR,26,11.8,136,2,5.9
Leonidas Stergiou,Stuttgart,"German Bundesliga, UEFA Champions League",RB,Defender,SUI,23,104.25,907,16,6.52
Leopold Querfeld,Union Berlin,German Bundesliga,CB,Defender,AUT,21,166.42,1747,27,6.16
Leroy Sané,Bayern Munich,"German Bundesliga, UEFA Champions League",LW,Forward,GER,29,300.12,2272,43,6.98
Lesley Ugochukwu,Southampton,English Premier League,CM,Midfielder,FRA,21,169.39,1655,26,6.52
Levi Colwill,Chelsea,"English Premier League, UEFA Europa Conference League",CB,Defender,ENG,22,256.5,3269,38,6.75
Levi Ives,Larne FC,UEFA Europa Conference League,LB,Defender,NIR,27,30.72,419,5,6.14
Lewin Blum,Young Boys,UEFA Champions League,RB,Defender,SUI,23,47.61,440,7,6.8
Lewis Cook,Bournemouth,English Premier League,DM,Midfielder,ENG,28,245.41,2978,36,6.82
Lewis Dunk,Brighton,English Premier League,CB,Defender,ENG,33,172.71,2083,25,6.91
Lewis Ferguson,Bologna,"Italian Serie A, UEFA Champions League",DM,Midfielder,SCO,25,137.81,1272,21,6.56
Lewis Hall,Newcastle Utd,English Premier League,LB,Defender,ENG,20,188.53,2189,27,6.98
Lewis Holtby,Holstein Kiel,German Bundesliga,CM,Midfielder,GER,34,158.35,1238,25,6.33
Lewis Miley,Newcastle Utd,English Premier League,DM,Midfielder,ENG,19,90.91,313,14,6.49
Lewis Orford,West Ham,English Premier League,DM,Midfielder,ENG,18,12.87,49,2,6.44
Liam Boyce,Hearts,UEFA Europa Conference League,RW,Forward,NIR,33,10.41,10,2,5.2
Liam Delap,Ipswich Town,English Premier League,AM,Forward,ENG,22,244.65,2593,37,6.61
Liam Henderson,Empoli,Italian Serie A,CM,Midfielder,SCO,29,226.31,2337,36,6.29
Liam Möller,HJK,UEFA Europa Conference League,AM,Forward,FIN,19,36.44,338,6,6.07
Liam Scales,Celtic,UEFA Champions League,CB,Defender,IRL,26,42.95,371,6,7.16
Liberato Cacace,Empoli,Italian Serie A,AM,Forward,NZL,24,210.32,2230,33,6.37
Lilian Brassier,"Marseille, Rennes",French Ligue 1,CB,Defender,FRA,25,168.45,2013,26,6.48
Lilian Raolisoa,Angers,French Ligue 1,RB,Defender,FRA,24,183.12,1318,29,6.31
Lior Kasa,Genoa,Italian Serie A,CM,Midfielder,ISR,19,48.08,230,8,6.01
Lisandro Martínez,Manchester Utd,"English Premier League, UEFA Europa League",CB,Defender,ARG,27,188.75,2343,28,6.74
Lloyd Kelly,"Juventus, Newcastle Utd","English Premier League, Italian Serie A, UEFA Champions League",CB,Defender,ENG,26,154.6,1526,24,6.44
Logan Costa,"Toulouse, Villarreal","French Ligue 1, Spanish La Liga",CB,Defender,CPV,24,218.4,2677,33,6.62
Logan Delaurier-Chaubet,NK Celje,UEFA Europa Conference League,RM,Midfielder,FRA,22,37.04,473,6,6.17
Lois Diony,Angers,French Ligue 1,AM,Forward,FRA,31,6.02,21,1,6.02
Loizos Loizou,AC Omonia,UEFA Europa Conference League,RW,Forward,CYP,21,48.01,435,8,6.0
Lorenz Assignon,Rennes,French Ligue 1,WB,Midfielder,TOG,24,210.79,2357,32,6.59
Lorenzo Aguado,Real Madrid,Spanish La Liga,RB,Defender,ESP,22,11.62,5,2,5.81
Lorenzo Anghelè,Juventus,Italian Serie A,RW,Forward,ITA,19,5.97,6,1,5.97
Lorenzo Colombo,Empoli,Italian Serie A,AM,Forward,ITA,23,234.11,2233,37,6.33
Lorenzo De Silvestri,Bologna,Italian Serie A,RB,Defender,ITA,37,110.53,1060,18,6.14
Lorenzo Lucca,Udinese,Italian Serie A,AM,Forward,ITA,24,205.65,2353,33,6.23
Lorenzo Pellegrini,Roma,"Italian Serie A, UEFA Europa League",AM,Forward,ITA,28,206.66,2053,32,6.46
Lorenzo Pirola,Olympiacos,UEFA Europa League,CB,Defender,ITA,23,49.4,520,8,6.18
Lorenzo Tosto,Empoli,Italian Serie A,CB,Defender,ITA,19,5.73,1,1,5.73
Lorenzo Venturino,Genoa,Italian Serie A,RW,Forward,ITA,18,37.9,167,6,6.32
Loris Benito,Young Boys,UEFA Champions League,CB,Defender,SUI,33,36.54,326,5,7.31
Louis Leroux,Nantes,French Ligue 1,AM,Forward,FRA,19,100.4,816,16,6.28
Louis Mouton,Saint-Étienne,French Ligue 1,CM,Midfielder,FRA,22,157.7,1045,24,6.57
Louis Schaub,Rapid Wien,UEFA Europa Conference League,AM,Forward,AUT,30,58.58,677,9,6.51
Loum Tchaouna,Lazio,"Italian Serie A, UEFA Europa League",LW,Forward,FRA,21,220.92,1226,35,6.31
Lovro Majer,Wolfsburg,German Bundesliga,AM,Forward,CRO,27,57.42,304,9,6.38
Lovro Zvonarek,Sturm Graz,UEFA Champions League,AM,Forward,CRO,19,41.75,140,6,6.96
Loïc Bade,Sevilla,Spanish La Liga,CB,Defender,FRA,25,216.53,2686,32,6.77
Loïc N'Gatta,Auxerre,French Ligue 1,RB,Defender,FRA,21,13.43,13,2,6.72
Loïc Nego,Le Havre,French Ligue 1,RB,Defender,HUN,34,200.14,2459,31,6.46
Loïs Openda,RB Leipzig,"German Bundesliga, UEFA Champions League",AM,Forward,BEL,25,273.3,3132,41,6.67
Luca Caldirola,Monza,Italian Serie A,CB,Defender,ITA,34,85.98,876,14,6.14
Luca Erlein,Hoffenheim,UEFA Europa League,RM,Midfielder,GER,17,6.17,13,1,6.17
Luca Jaquez,Stuttgart,German Bundesliga,CB,Defender,SUI,21,30.72,253,5,6.14
Luca Kerber,Heidenheim,"German Bundesliga, UEFA Europa Conference League",CB,Midfielder,GER,23,168.93,1188,29,5.83
Luca Marianucci,Empoli,Italian Serie A,CB,Defender,ITA,20,109.42,1069,18,6.08
Luca Mazzitelli,Como,Italian Serie A,AM,Forward,ITA,29,70.1,335,11,6.37
Luca Netz,Gladbach,German Bundesliga,LB,Defender,GER,21,149.0,969,24,6.21
Luca Pellegrini,Lazio,"Italian Serie A, UEFA Europa League",LB,Defender,ITA,26,184.83,1539,29,6.37
Luca Ranieri,Fiorentina,"Italian Serie A, UEFA Europa Conference League",CB,Defender,ITA,26,278.67,3753,45,6.19
Luca de la Torre,Celta Vigo,Spanish La Liga,CM,Midfielder,USA,26,5.9,4,1,5.9
Lucas Anjos,Sporting CP,UEFA Champions League,AM,Forward,POR,20,7.64,7,1,7.64
