Player,Game Week,Position,General Position,Team,League,Minutes,Rating,Age,Nationality
Pierluigi Gollini,J1,GK,Goalkeeper,Genoa,Italian Serie A,90,6.94,29,ITA
Yann Sommer,J1,GK,Goalkeeper,Inter,Italian Serie A,90,6.22,35,SUI
Federico Ravaglia,J11,GK,Goalkeeper,Bologna,Italian Serie A,90,6.62,24,ITA
Wladimiro Falcone,J11,GK,Goalkeeper,Lecce,Italian Serie A,90,6.81,29,ITA
Maduka Okoye,J11,GK,Goalkeeper,Udinese,Italian Serie A,90,6.79,25,NGA
Michele Di Gregorio,J11,GK,Goalkeeper,Juventus,Italian Serie A,90,7.24,27,ITA
Nick Pope,J3,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.18,32,ENG
Guglielmo Vicario,J3,GK,Goalkeeper,Tottenham,English Premier League,90,5.94,27,ITA
Stefano Turati,J11,GK,Goalkeeper,Monza,Italian Serie A,90,7.14,23,ITA
Mike Maignan,J11,GK,Goalkeeper,Milan,Italian Serie A,90,7.15,29,FRA
Robert Sánchez,J3,GK,Goalkeeper,Chelsea,English Premier League,90,6.68,26,ESP
Dean Henderson,J3,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.34,27,ENG
André Onana,J3,GK,Goalkeeper,Manchester Utd,English Premier League,90,5.43,28,CMR
Alisson,J3,GK,Goalkeeper,Liverpool,English Premier League,90,7.51,31,BRA
Aaron Ramsdale,J4,GK,Goalkeeper,Southampton,English Premier League,90,6.8,26,ENG
André Onana,J4,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.24,28,CMR
Ederson,J4,GK,Goalkeeper,Manchester City,English Premier League,90,7.26,31,BRA
Mark Flekken,J4,GK,Goalkeeper,Brentford,English Premier League,90,6.8,31,NED
Alisson,J4,GK,Goalkeeper,Liverpool,English Premier League,90,5.99,31,BRA
Matz Sels,J4,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.82,32,BEL
Dean Henderson,J4,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.25,27,ENG
Mads Hermansen,J4,GK,Goalkeeper,Leicester City,English Premier League,90,6.11,24,DEN
Bernd Leno,J4,GK,Goalkeeper,Fulham,English Premier League,90,6.25,32,GER
Alphonse Areola,J4,GK,Goalkeeper,West Ham,English Premier League,90,6.24,31,FRA
Bart Verbruggen,J4,GK,Goalkeeper,Brighton,English Premier League,90,6.87,22,NED
Arijanet Muric,J4,GK,Goalkeeper,Ipswich Town,English Premier League,90,7.97,25,KVX
Emiliano Martínez,J4,GK,Goalkeeper,Aston Villa,English Premier League,90,5.7,32,ARG
Jordan Pickford,J4,GK,Goalkeeper,Everton,English Premier League,90,6.02,30,ENG
Mark Travers,J4,GK,Goalkeeper,Bournemouth,English Premier League,90,6.69,25,IRL
Robert Sánchez,J4,GK,Goalkeeper,Chelsea,English Premier League,90,7.99,26,ESP
Alex Meret,J11,GK,Goalkeeper,Napoli,Italian Serie A,90,4.99,27,ITA
Marco Carnesecchi,J11,GK,Goalkeeper,Atalanta,Italian Serie A,90,7.52,24,ITA
Guglielmo Vicario,J4,GK,Goalkeeper,Tottenham,English Premier League,90,6.62,27,ITA
David Raya,J4,GK,Goalkeeper,Arsenal,English Premier League,90,7.78,29,ESP
Sam Johnstone,J4,GK,Goalkeeper,Wolves,English Premier League,90,6.4,31,ENG
Nick Pope,J4,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.84,32,ENG
Alphonse Areola,J5,GK,Goalkeeper,West Ham,English Premier League,90,5.62,31,FRA
Robert Sánchez,J5,GK,Goalkeeper,Chelsea,English Premier League,90,8.01,26,ESP
Guglielmo Vicario,J5,GK,Goalkeeper,Tottenham,English Premier League,90,7.11,27,ITA
Mark Flekken,J5,GK,Goalkeeper,Brentford,English Premier League,90,6.02,31,NED
Emiliano Martínez,J5,GK,Goalkeeper,Aston Villa,English Premier League,90,6.5,32,ARG
Sam Johnstone,J5,GK,Goalkeeper,Wolves,English Premier League,90,5.22,31,ENG
Bernd Leno,J5,GK,Goalkeeper,Fulham,English Premier League,90,6.67,32,GER
Nick Pope,J5,GK,Goalkeeper,Newcastle Utd,English Premier League,90,5.97,32,ENG
Aaron Ramsdale,J5,GK,Goalkeeper,Southampton,English Premier League,90,7.34,26,ENG
Arijanet Muric,J5,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.44,25,KVX
Mads Hermansen,J5,GK,Goalkeeper,Leicester City,English Premier League,90,6.98,24,DEN
Jordan Pickford,J5,GK,Goalkeeper,Everton,English Premier League,90,6.61,30,ENG
Caoimhín Kelleher,J5,GK,Goalkeeper,Liverpool,English Premier League,90,7.75,25,IRL
Kepa Arrizabalaga,J5,GK,Goalkeeper,Bournemouth,English Premier League,90,6.82,29,ESP
Dean Henderson,J5,GK,Goalkeeper,Crystal Palace,English Premier League,90,8.12,27,ENG
André Onana,J5,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.32,28,CMR
Vanja Milinković-Savić,J11,GK,Goalkeeper,Torino,Italian Serie A,90,6.16,27,SRB
David de Gea,J11,GK,Goalkeeper,Fiorentina,Italian Serie A,90,7.1,33,ESP
Bart Verbruggen,J5,GK,Goalkeeper,Brighton,English Premier League,90,5.95,22,NED
Matz Sels,J5,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.51,32,BEL
Ederson,J5,GK,Goalkeeper,Manchester City,English Premier League,90,5.67,31,BRA
David Raya,J5,GK,Goalkeeper,Arsenal,English Premier League,90,6.83,29,ESP
Nick Pope,J6,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.89,32,ENG
Ederson,J6,GK,Goalkeeper,Manchester City,English Premier League,90,6.57,31,BRA
Mark Flekken,J6,GK,Goalkeeper,Brentford,English Premier League,90,6.77,31,NED
Alphonse Areola,J6,GK,Goalkeeper,West Ham,English Premier League,90,6.82,31,FRA
Jordan Pickford,J6,GK,Goalkeeper,Everton,English Premier League,90,6.72,30,ENG
Dean Henderson,J6,GK,Goalkeeper,Crystal Palace,English Premier League,90,5.17,27,ENG
David Raya,J6,GK,Goalkeeper,Arsenal,English Premier League,90,5.24,29,ESP
Mads Hermansen,J6,GK,Goalkeeper,Leicester City,English Premier League,90,7.05,24,DEN
Robert Sánchez,J6,GK,Goalkeeper,Chelsea,English Premier League,90,6.01,26,ESP
Bart Verbruggen,J6,GK,Goalkeeper,Brighton,English Premier League,90,5.53,22,NED
Matz Sels,J6,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.88,32,BEL
Bernd Leno,J6,GK,Goalkeeper,Fulham,English Premier League,90,6.84,32,GER
Sam Johnstone,J6,GK,Goalkeeper,Wolves,English Premier League,90,6.31,31,ENG
Alisson,J6,GK,Goalkeeper,Liverpool,English Premier League,90,6.53,31,BRA
Arijanet Muric,J6,GK,Goalkeeper,Ipswich Town,English Premier League,90,5.54,25,KVX
Emiliano Martínez,J6,GK,Goalkeeper,Aston Villa,English Premier League,90,6.6,32,ARG
Lorenzo Montipò,J11,GK,Goalkeeper,Hellas Verona,Italian Serie A,90,5.78,28,ITA
Mile Svilar,J11,GK,Goalkeeper,Roma,Italian Serie A,90,5.33,25,SRB
André Onana,J6,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.6,28,CMR
Guglielmo Vicario,J6,GK,Goalkeeper,Tottenham,English Premier League,90,7.22,27,ITA
Kepa Arrizabalaga,J6,GK,Goalkeeper,Bournemouth,English Premier League,90,6.8,29,ESP
Aaron Ramsdale,J6,GK,Goalkeeper,Southampton,English Premier League,90,5.78,26,ENG
Dean Henderson,J7,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.14,27,ENG
Alisson,J7,GK,Goalkeeper,Liverpool,English Premier League,78,6.64,32,BRA
Mark Flekken,J7,GK,Goalkeeper,Brentford,English Premier League,90,5.67,31,NED
Sam Johnstone,J7,GK,Goalkeeper,Wolves,English Premier League,90,6.04,31,ENG
Mads Hermansen,J7,GK,Goalkeeper,Leicester City,English Premier League,90,7.63,24,DEN
Kepa Arrizabalaga,J7,GK,Goalkeeper,Bournemouth,English Premier League,90,6.37,30,ESP
Ederson,J7,GK,Goalkeeper,Manchester City,English Premier League,90,6.39,31,BRA
Bernd Leno,J7,GK,Goalkeeper,Fulham,English Premier League,90,5.42,32,GER
Alphonse Areola,J7,GK,Goalkeeper,West Ham,English Premier League,90,6.2,31,FRA
Arijanet Muric,J7,GK,Goalkeeper,Ipswich Town,English Premier League,90,5.97,25,KVX
David Raya,J7,GK,Goalkeeper,Arsenal,English Premier League,90,6.07,29,ESP
Aaron Ramsdale,J7,GK,Goalkeeper,Southampton,English Premier League,90,5.85,26,ENG
Jordan Pickford,J7,GK,Goalkeeper,Everton,English Premier League,90,7.46,30,ENG
Nick Pope,J7,GK,Goalkeeper,Newcastle Utd,English Premier League,90,7.16,32,ENG
Emiliano Martínez,J7,GK,Goalkeeper,Aston Villa,English Premier League,90,7.7,32,ARG
André Onana,J7,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.15,28,CMR
Yann Sommer,J11,GK,Goalkeeper,Inter,Italian Serie A,90,7.42,35,SUI
Filip Stankovic,J11,GK,Goalkeeper,Venezia,Italian Serie A,90,7.13,22,SRB
Robert Sánchez,J7,GK,Goalkeeper,Chelsea,English Premier League,90,7.11,26,ESP
Matz Sels,J7,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.18,32,BEL
Bart Verbruggen,J7,GK,Goalkeeper,Brighton,English Premier League,90,5.58,22,NED
Guglielmo Vicario,J7,GK,Goalkeeper,Tottenham,English Premier League,90,5.44,27,ITA
Guglielmo Vicario,J8,GK,Goalkeeper,Tottenham,English Premier League,90,6.24,28,ITA
Alphonse Areola,J8,GK,Goalkeeper,West Ham,English Premier League,90,5.89,31,FRA
Bernd Leno,J8,GK,Goalkeeper,Fulham,English Premier League,90,5.56,32,GER
Emiliano Martínez,J8,GK,Goalkeeper,Aston Villa,English Premier League,90,6.8,32,ARG
Arijanet Muric,J8,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.38,25,KVX
Jordan Pickford,J8,GK,Goalkeeper,Everton,English Premier League,90,7.26,30,ENG
Aaron Ramsdale,J8,GK,Goalkeeper,Southampton,English Premier League,90,5.42,26,ENG
Mads Hermansen,J8,GK,Goalkeeper,Leicester City,English Premier League,90,6.87,24,DEN
André Onana,J8,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.55,28,CMR
Mark Flekken,J8,GK,Goalkeeper,Brentford,English Premier League,90,6.45,31,NED
Nick Pope,J8,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.88,32,ENG
Bart Verbruggen,J8,GK,Goalkeeper,Brighton,English Premier League,90,7.96,22,NED
Kepa Arrizabalaga,J8,GK,Goalkeeper,Bournemouth,English Premier League,90,7.29,30,ESP
David Raya,J8,GK,Goalkeeper,Arsenal,English Premier League,90,6.28,29,ESP
José Sá,J8,GK,Goalkeeper,Wolves,English Premier League,90,6.43,31,POR
Ederson,J8,GK,Goalkeeper,Manchester City,English Premier League,90,6.37,31,BRA
Devis Vásquez,J11,GK,Goalkeeper,Empoli,Italian Serie A,90,7.38,26,COL
Pepe Reina,J11,GK,Goalkeeper,Como,Italian Serie A,90,6.18,42,ESP
Caoimhín Kelleher,J8,GK,Goalkeeper,Liverpool,English Premier League,90,6.17,25,IRL
Robert Sánchez,J8,GK,Goalkeeper,Chelsea,English Premier League,90,6.25,26,ESP
Matz Sels,J8,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.71,32,BEL
Dean Henderson,J8,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.95,27,ENG
Mads Hermansen,J9,GK,Goalkeeper,Leicester City,English Premier League,90,5.42,24,DEN
Matz Sels,J9,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.34,32,BEL
Bart Verbruggen,J9,GK,Goalkeeper,Brighton,English Premier League,90,6.24,22,NED
José Sá,J9,GK,Goalkeeper,Wolves,English Premier League,90,6.14,31,POR
Ederson,J9,GK,Goalkeeper,Manchester City,English Premier League,90,6.95,31,BRA
Aaron Ramsdale,J9,GK,Goalkeeper,Southampton,English Premier League,90,6.55,26,ENG
Mark Flekken,J9,GK,Goalkeeper,Brentford,English Premier League,90,5.51,31,NED
Arijanet Muric,J9,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.06,25,KVX
Emiliano Martínez,J9,GK,Goalkeeper,Aston Villa,English Premier League,90,6.76,32,ARG
Mark Travers,J9,GK,Goalkeeper,Bournemouth,English Premier League,90,7.41,25,IRL
Jordan Pickford,J9,GK,Goalkeeper,Everton,English Premier League,90,6.76,30,ENG
Bernd Leno,J9,GK,Goalkeeper,Fulham,English Premier League,90,6.99,32,GER
Łukasz Fabiański,J9,GK,Goalkeeper,West Ham,English Premier League,90,7.37,39,POL
André Onana,J9,GK,Goalkeeper,Manchester Utd,English Premier League,90,5.91,28,CMR
Robert Sánchez,J9,GK,Goalkeeper,Chelsea,English Premier League,90,6.57,26,ESP
Nick Pope,J9,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.47,32,ENG
Zion Suzuki,J11,GK,Goalkeeper,Parma,Italian Serie A,90,6.84,22,JPN
Nicola Leali,J11,GK,Goalkeeper,Genoa,Italian Serie A,90,6.93,31,ITA
Dean Henderson,J9,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.57,27,ENG
Guglielmo Vicario,J9,GK,Goalkeeper,Tottenham,English Premier League,90,6.95,28,ITA
David Raya,J9,GK,Goalkeeper,Arsenal,English Premier League,90,6.15,29,ESP
Caoimhín Kelleher,J9,GK,Goalkeeper,Liverpool,English Premier League,90,5.84,25,IRL
Nick Pope,J10,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.73,32,ENG
David Raya,J10,GK,Goalkeeper,Arsenal,English Premier League,90,6.94,29,ESP
Caoimhín Kelleher,J10,GK,Goalkeeper,Liverpool,English Premier League,90,6.2,25,IRL
Bart Verbruggen,J10,GK,Goalkeeper,Brighton,English Premier League,90,6.27,22,NED
Aaron Ramsdale,J10,GK,Goalkeeper,Southampton,English Premier League,90,7.79,26,ENG
Jordan Pickford,J10,GK,Goalkeeper,Everton,English Premier League,90,6.03,30,ENG
Matz Sels,J10,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.83,32,BEL
Łukasz Fabiański,J10,GK,Goalkeeper,West Ham,English Premier League,90,5.95,39,POL
Arijanet Muric,J10,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.64,25,KVX
Mads Hermansen,J10,GK,Goalkeeper,Leicester City,English Premier League,90,5.91,24,DEN
Mark Travers,J10,GK,Goalkeeper,Bournemouth,English Premier League,90,7.01,25,IRL
Ederson,J10,GK,Goalkeeper,Manchester City,English Premier League,90,6.71,31,BRA
José Sá,J10,GK,Goalkeeper,Wolves,English Premier League,90,6.82,31,POR
Dean Henderson,J10,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.1,27,ENG
Guglielmo Vicario,J10,GK,Goalkeeper,Tottenham,English Premier League,90,6.32,28,ITA
Emiliano Martínez,J10,GK,Goalkeeper,Aston Villa,English Premier League,90,5.57,32,ARG
Ivan Provedel,J11,GK,Goalkeeper,Lazio,Italian Serie A,90,5.94,30,ITA
Simone Scuffet,J11,GK,Goalkeeper,Cagliari,Italian Serie A,90,6.15,28,ITA
André Onana,J10,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.23,28,CMR
Robert Sánchez,J10,GK,Goalkeeper,Chelsea,English Premier League,90,6.29,26,ESP
Bernd Leno,J10,GK,Goalkeeper,Fulham,English Premier League,90,5.92,32,GER
Mark Flekken,J10,GK,Goalkeeper,Brentford,English Premier League,90,6.83,31,NED
Łukasz Fabiański,J11,GK,Goalkeeper,West Ham,English Premier League,90,7.6,39,POL
Jordan Pickford,J11,GK,Goalkeeper,Everton,English Premier League,90,7.91,30,ENG
Dean Henderson,J11,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.06,27,ENG
Bernd Leno,J11,GK,Goalkeeper,Fulham,English Premier League,90,7.53,32,GER
José Sá,J11,GK,Goalkeeper,Wolves,English Premier League,90,6.68,31,POR
Aaron Ramsdale,J11,GK,Goalkeeper,Southampton,English Premier League,90,5.75,26,ENG
Mark Flekken,J11,GK,Goalkeeper,Brentford,English Premier League,90,6.07,31,NED
Kepa Arrizabalaga,J11,GK,Goalkeeper,Bournemouth,English Premier League,90,5.71,30,ESP
Bart Verbruggen,J11,GK,Goalkeeper,Brighton,English Premier League,90,7.34,22,NED
Ederson,J11,GK,Goalkeeper,Manchester City,English Premier League,90,6.26,31,BRA
Caoimhín Kelleher,J11,GK,Goalkeeper,Liverpool,English Premier League,90,7.26,25,IRL
Emiliano Martínez,J11,GK,Goalkeeper,Aston Villa,English Premier League,90,5.73,32,ARG
Guglielmo Vicario,J11,GK,Goalkeeper,Tottenham,English Premier League,90,6.26,28,ITA
Arijanet Muric,J11,GK,Goalkeeper,Ipswich Town,English Premier League,90,7.12,26,KVX
Matz Sels,J11,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.81,32,BEL
Nick Pope,J11,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.49,32,ENG
Maduka Okoye,J2,GK,Goalkeeper,Udinese,Italian Serie A,90,7.09,24,NGA
Ivan Provedel,J2,GK,Goalkeeper,Lazio,Italian Serie A,90,5.71,30,ITA
Nicola Leali,J12,GK,Goalkeeper,Genoa,Italian Serie A,90,7.26,31,ITA
Pepe Reina,J12,GK,Goalkeeper,Como,Italian Serie A,90,6.76,42,ESP
André Onana,J11,GK,Goalkeeper,Manchester Utd,English Premier League,90,7.59,28,CMR
Mads Hermansen,J11,GK,Goalkeeper,Leicester City,English Premier League,90,5.15,24,DEN
Robert Sánchez,J11,GK,Goalkeeper,Chelsea,English Premier League,90,6.38,26,ESP
David Raya,J11,GK,Goalkeeper,Arsenal,English Premier League,90,6.4,29,ESP
Mads Hermansen,J12,GK,Goalkeeper,Leicester City,English Premier League,90,6.47,24,DEN
Robert Sánchez,J12,GK,Goalkeeper,Chelsea,English Premier League,90,5.91,27,ESP
Emiliano Martínez,J12,GK,Goalkeeper,Aston Villa,English Premier League,90,6.09,32,ARG
Dean Henderson,J12,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.47,27,ENG
Bernd Leno,J12,GK,Goalkeeper,Fulham,English Premier League,90,5.02,32,GER
José Sá,J12,GK,Goalkeeper,Wolves,English Premier League,90,6.38,31,POR
Kepa Arrizabalaga,J12,GK,Goalkeeper,Bournemouth,English Premier League,90,5.99,30,ESP
Bart Verbruggen,J12,GK,Goalkeeper,Brighton,English Premier League,90,7.11,22,NED
David Raya,J12,GK,Goalkeeper,Arsenal,English Premier League,90,6.8,29,ESP
Matz Sels,J12,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,5.48,32,BEL
Jordan Pickford,J12,GK,Goalkeeper,Everton,English Premier League,90,7.08,30,ENG
Mark Flekken,J12,GK,Goalkeeper,Brentford,English Premier League,90,7.79,31,NED
Ederson,J12,GK,Goalkeeper,Manchester City,English Premier League,90,5.45,31,BRA
Guglielmo Vicario,J12,GK,Goalkeeper,Tottenham,English Premier League,90,7.66,28,ITA
Alex McCarthy,J12,GK,Goalkeeper,Southampton,English Premier League,90,6.65,34,ENG
Caoimhín Kelleher,J12,GK,Goalkeeper,Liverpool,English Premier League,90,5.93,26,IRL
Wladimiro Falcone,J12,GK,Goalkeeper,Lecce,Italian Serie A,90,6.14,29,ITA
Devis Vásquez,J12,GK,Goalkeeper,Empoli,Italian Serie A,90,6.51,26,COL
Arijanet Muric,J12,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.86,26,KVX
André Onana,J12,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.87,28,CMR
Nick Pope,J12,GK,Goalkeeper,Newcastle Utd,English Premier League,90,5.99,32,ENG
Łukasz Fabiański,J12,GK,Goalkeeper,West Ham,English Premier League,90,7.48,39,POL
Bart Verbruggen,J13,GK,Goalkeeper,Brighton,English Premier League,90,5.85,22,NED
Joe Lumley,J13,GK,Goalkeeper,Southampton,English Premier League,90,6.33,29,ENG
José Sá,J13,GK,Goalkeeper,Wolves,English Premier League,90,5.72,31,POR
Kepa Arrizabalaga,J13,GK,Goalkeeper,Bournemouth,English Premier League,90,5.63,30,ESP
Matz Sels,J13,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,7.17,32,BEL
Arijanet Muric,J13,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.95,26,KVX
Mark Flekken,J13,GK,Goalkeeper,Brentford,English Premier League,90,6.42,31,NED
Mads Hermansen,J13,GK,Goalkeeper,Leicester City,English Premier League,90,5.79,24,DEN
Dean Henderson,J13,GK,Goalkeeper,Crystal Palace,English Premier League,90,5.75,27,ENG
Nick Pope,J13,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.51,32,ENG
Łukasz Fabiański,J13,GK,Goalkeeper,West Ham,English Premier League,90,5.39,39,POL
David Raya,J13,GK,Goalkeeper,Arsenal,English Premier League,90,6.49,29,ESP
André Onana,J13,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.88,28,CMR
Jordan Pickford,J13,GK,Goalkeeper,Everton,English Premier League,90,5.29,30,ENG
Fraser Forster,J13,GK,Goalkeeper,Tottenham,English Premier League,90,6.87,36,ENG
Bernd Leno,J13,GK,Goalkeeper,Fulham,English Premier League,90,6.72,32,GER
Filip Stankovic,J12,GK,Goalkeeper,Venezia,Italian Serie A,90,5.46,22,SRB
Zion Suzuki,J12,GK,Goalkeeper,Parma,Italian Serie A,90,7.29,22,JPN
Robert Sánchez,J13,GK,Goalkeeper,Chelsea,English Premier League,90,7.6,27,ESP
Emiliano Martínez,J13,GK,Goalkeeper,Aston Villa,English Premier League,45,5.84,32,ARG
Robin Olsen,J13,GK,Goalkeeper,Aston Villa,English Premier League,45,6.29,34,SWE
Caoimhín Kelleher,J13,GK,Goalkeeper,Liverpool,English Premier League,90,7.28,26,IRL
Stefan Ortega,J13,GK,Goalkeeper,Manchester City,English Premier League,90,6.59,32,GER
Arijanet Muric,J14,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.67,26,KVX
Dean Henderson,J14,GK,Goalkeeper,Crystal Palace,English Premier League,90,7.5,27,ENG
Mads Hermansen,J14,GK,Goalkeeper,Leicester City,English Premier League,90,7.39,24,DEN
Łukasz Fabiański,J14,GK,Goalkeeper,West Ham,English Premier League,90,5.83,39,POL
Nick Pope,J14,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.44,32,ENG
Caoimhín Kelleher,J14,GK,Goalkeeper,Liverpool,English Premier League,90,5.84,26,IRL
Jordan Pickford,J14,GK,Goalkeeper,Everton,English Premier League,90,7.48,30,ENG
José Sá,J14,GK,Goalkeeper,Wolves,English Premier League,90,5.08,31,POR
Stefan Ortega,J14,GK,Goalkeeper,Manchester City,English Premier League,90,7.35,32,GER
Matz Sels,J14,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.26,32,BEL
Joe Lumley,J14,GK,Goalkeeper,Southampton,English Premier League,90,6.59,29,ENG
Filip Jørgensen,J14,GK,Goalkeeper,Chelsea,English Premier League,90,6.76,22,DEN
David Raya,J14,GK,Goalkeeper,Arsenal,English Premier League,90,7.34,29,ESP
André Onana,J14,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.72,28,CMR
Emiliano Martínez,J14,GK,Goalkeeper,Aston Villa,English Premier League,90,6.22,32,ARG
Mark Flekken,J14,GK,Goalkeeper,Brentford,English Premier League,90,6.79,31,NED
Alen Sherri,J12,GK,Goalkeeper,Cagliari,Italian Serie A,90,5.9,26,ALB
Mike Maignan,J12,GK,Goalkeeper,Milan,Italian Serie A,90,5.6,29,FRA
Bernd Leno,J14,GK,Goalkeeper,Fulham,English Premier League,90,6.22,32,GER
Bart Verbruggen,J14,GK,Goalkeeper,Brighton,English Premier League,90,4.88,22,NED
Kepa Arrizabalaga,J14,GK,Goalkeeper,Bournemouth,English Premier League,90,7.56,30,ESP
Fraser Forster,J14,GK,Goalkeeper,Tottenham,English Premier League,90,6.82,36,ENG
Emiliano Martínez,J15,GK,Goalkeeper,Aston Villa,English Premier League,90,6.55,32,ARG
Joe Lumley,J15,GK,Goalkeeper,Southampton,English Premier League,90,7.05,29,ENG
Dean Henderson,J15,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.51,27,ENG
Stefan Ortega,J15,GK,Goalkeeper,Manchester City,English Premier League,90,5.56,32,GER
Mark Flekken,J15,GK,Goalkeeper,Brentford,English Premier League,90,5.8,31,NED
Nick Pope,J15,GK,Goalkeeper,Newcastle Utd,English Premier League,90,5.5,32,ENG
André Onana,J15,GK,Goalkeeper,Manchester Utd,English Premier League,90,5.08,28,CMR
Matz Sels,J15,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.34,32,BEL
Mads Hermansen,J15,GK,Goalkeeper,Leicester City,English Premier League,90,6.95,24,DEN
Bart Verbruggen,J15,GK,Goalkeeper,Brighton,English Premier League,90,5.7,22,NED
Arijanet Muric,J15,GK,Goalkeeper,Ipswich Town,English Premier League,90,6.64,26,KVX
Kepa Arrizabalaga,J15,GK,Goalkeeper,Bournemouth,English Premier League,90,6.79,30,ESP
Bernd Leno,J15,GK,Goalkeeper,Fulham,English Premier League,90,6.91,32,GER
David Raya,J15,GK,Goalkeeper,Arsenal,English Premier League,90,6.04,29,ESP
Fraser Forster,J15,GK,Goalkeeper,Tottenham,English Premier League,90,6.04,36,ENG
Robert Sánchez,J15,GK,Goalkeeper,Chelsea,English Premier League,90,5.4,27,ESP
Mattia Perin,J12,GK,Goalkeeper,Juventus,Italian Serie A,90,6.94,31,ITA
Vanja Milinković-Savić,J12,GK,Goalkeeper,Torino,Italian Serie A,90,6.16,27,SRB
Łukasz Fabiański,J15,GK,Goalkeeper,West Ham,English Premier League,90,6.98,39,POL
Sam Johnstone,J15,GK,Goalkeeper,Wolves,English Premier League,90,5.86,31,ENG
Alisson,J16,GK,Goalkeeper,Liverpool,English Premier League,90,6.04,32,BRA
Bernd Leno,J16,GK,Goalkeeper,Fulham,English Premier League,90,6.03,32,GER
Sam Johnstone,J16,GK,Goalkeeper,Wolves,English Premier League,90,5.96,31,ENG
Arijanet Muric,J16,GK,Goalkeeper,Ipswich Town,English Premier League,90,7.11,26,KVX
Martin Dúbravka,J16,GK,Goalkeeper,Newcastle Utd,English Premier League,90,6.95,35,SVK
Mads Hermansen,J16,GK,Goalkeeper,Leicester City,English Premier League,45,6.89,24,DEN
Danny Ward,J16,GK,Goalkeeper,Leicester City,English Premier League,45,5.74,31,WAL
David Raya,J16,GK,Goalkeeper,Arsenal,English Premier League,90,6.76,29,ESP
Jordan Pickford,J16,GK,Goalkeeper,Everton,English Premier League,90,7.98,30,ENG
Matz Sels,J16,GK,Goalkeeper,Nott'ham Forest,English Premier League,90,6.02,32,BEL
Emiliano Martínez,J16,GK,Goalkeeper,Aston Villa,English Premier League,90,6.22,32,ARG
Bart Verbruggen,J16,GK,Goalkeeper,Brighton,English Premier League,90,5.52,22,NED
Dean Henderson,J16,GK,Goalkeeper,Crystal Palace,English Premier League,90,6.96,27,ENG
Ederson,J16,GK,Goalkeeper,Manchester City,English Premier League,90,6.09,31,BRA
André Onana,J16,GK,Goalkeeper,Manchester Utd,English Premier League,90,6.25,28,CMR
Alex McCarthy,J16,GK,Goalkeeper,Southampton,English Premier League,90,5.45,35,ENG
Fraser Forster,J16,GK,Goalkeeper,Tottenham,English Premier League,90,7.33,36,ENG
Robert Sánchez,J16,GK,Goalkeeper,Chelsea,English Premier League,90,7.23,27,ESP
Mark Flekken,J16,GK,Goalkeeper,Brentford,English Premier League,90,6.23,31,NED
